Ticker,Date,Price % Change
TRKA,1652832000,0.5170603674540681
TRKA,1652918400,0.9082719082719082
TRKA,1653004800,0.9644117647058823
TRKA,1653264000,1.2600743069448415
TRKA,1653350400,1.4659863945578233
TRKA,1653436800,1.5641025641025639
TRKA,1653523200,0.6435986159169551
TRKA,1653955200,0.5720916304836052
TRKA,1655942400,0.5239477503628447
TRKA,1675382400,0.6596424010217117
TRKA,1675641600,0.5923566878980893
TRKA,1677456000,0.757522895769734
TRKA,1677542400,0.7832803271240347
TRKA,1677628800,0.622695035460993
TRKA,1677715200,1.1322772277227724
TRKA,1677801600,0.9822940723633566
TRKA,1678060800,1.5098360655737704
TRKA,1680134400,0.5437788018433181
