Ticker,Date,Price % Change
BLPH,1656374400,0.6395348837209303
BLPH,1656460800,0.6071027197122947
BLPH,1672876800,1.9171974522292992
BLPH,1672963200,1.8859857482185278
BLPH,1673222400,1.9029149602505422
BLPH,1673308800,1.5777777777777775
BLPH,1673395200,1.7777777777777777
BLPH,1673481600,1.5470048097944908
BLPH,1678060800,1.763779527559055
BLPH,1678147200,2.875968992248062
BLPH,1678233600,2.407821229050279
BLPH,1678320000,2.367021276595745
BLPH,1678406400,2.7717391304347827
BLPH,1678665600,2.8765691533484485
BLPH,1678752000,0.9444444444444446
BLPH,1680652800,0.532258064516129
BLPH,1681171200,0.5703422053231941
