Ticker,Date,Price % Change
FFIE,1652832000,0.7237569060773481
FFIE,1652918400,0.6511627906976745
FFIE,1656979200,1.1290322580645165
FFIE,1657065600,1.0
FFIE,1657152000,1.4553571428571428
FFIE,1657238400,1.2406639004149378
FFIE,1657497600,1.1038461538461535
FFIE,1657584000,0.6169014084507043
FFIE,1657756800,0.5418502202643172
FFIE,1670889600,0.7778149014366855
FFIE,1670976000,0.9649460708782742
FFIE,1671062400,0.9230769230769231
FFIE,1673395200,0.7250922509225093
FFIE,1673481600,0.5387205387205389
FFIE,1674000000,0.5983386923901395
FFIE,1674086400,0.559711461394603
FFIE,1674432000,1.0212253829321662
FFIE,1674518400,0.8665872543180464
FFIE,1674604800,0.79768177028451
FFIE,1674777600,0.5015416238437822
FFIE,1683504000,0.5536656891495602
FFIE,1683590400,0.5982961992136302
