t,o,c,h,l,s,v,Ticker,RSI
1652140800,1.89,2.07,2.19,1.87,ok,365538.0,CTSO,
1652227200,2.04,1.94,2.1,1.9,ok,245524.0,CTSO,
1652313600,1.96,2.14,2.175,1.96,ok,281305.0,CTSO,
1652400000,2.16,2.25,2.28,2.15,ok,311243.0,CTSO,
1652659200,2.28,2.13,2.32,2.12,ok,152270.0,CTSO,
1652745600,2.17,2.14,2.27,2.11,ok,153091.0,CTSO,
1652832000,2.1,2.23,2.2772,2.09,ok,238064.0,CTSO,
1652918400,2.21,2.26,2.335,2.125,ok,174977.0,CTSO,
1653004800,2.26,2.11,2.27,2.055,ok,150378.0,CTSO,
1653264000,2.08,2.0,2.16,1.98,ok,170470.0,CTSO,
1653350400,2.0,1.87,2.0,1.775,ok,386740.0,CTSO,
1653436800,1.85,1.89,1.965,1.83,ok,151366.0,CTSO,
1653523200,1.92,1.94,1.98,1.84,ok,192911.0,CTSO,
1653609600,1.92,2.05,2.08,1.92,ok,316764.0,CTSO,49.20634920634921
1653955200,2.03,1.93,2.05,1.89,ok,167062.0,CTSO,44.92753623188406
1654041600,1.96,1.82,1.96,1.76,ok,339130.0,CTSO,45.58823529411765
1654128000,1.81,1.89,2.01,1.81,ok,236545.0,CTSO,39.83739837398373
1654214400,1.86,1.89,1.97,1.83,ok,137039.0,CTSO,33.928571428571416
1654473600,1.88,1.9,1.92,1.76,ok,270797.0,CTSO,38.6138613861386
1654560000,1.9,2.56,2.63,1.9,ok,652574.0,CTSO,62.65060240963856
1654646400,2.52,2.46,2.65,2.3448,ok,261255.0,CTSO,56.886227544910184
1654732800,2.44,2.18,2.44,2.14,ok,267160.0,CTSO,47.91666666666668
1654819200,2.11,2.09,2.27,2.04,ok,196152.0,CTSO,49.46236559139785
1655078400,2.1,2.2,2.28,2.0445,ok,259710.0,CTSO,55.37634408602151
1655164800,2.2,2.27,2.28,2.06,ok,193477.0,CTSO,61.11111111111111
1655251200,2.32,2.03,2.32,2.01,ok,230915.0,CTSO,53.465346534653456
1655337600,2.01,1.87,2.04,1.85,ok,253542.0,CTSO,48.356807511737095
1655424000,1.87,1.88,1.93,1.85,ok,234733.0,CTSO,45.8128078817734
1655769600,1.97,1.76,2.0099,1.69,ok,410394.0,CTSO,45.8128078817734
1655856000,1.74,2.07,2.09,1.7169,ok,524996.0,CTSO,55.605381165919276
1655942400,2.1,2.36,2.37,2.06,ok,322251.0,CTSO,59.59183673469388
1656028800,2.34,2.12,2.38,2.1,ok,4451856.0,CTSO,54.275092936802984
1656288000,2.12,2.12,2.16,1.94,ok,179947.0,CTSO,54.1044776119403
1656374400,2.13,2.25,2.4,2.13,ok,384204.0,CTSO,42.79069767441861
1656460800,2.24,2.25,2.29,2.15,ok,150656.0,CTSO,44.8780487804878
1656547200,2.22,2.19,2.24,2.11,ok,129330.0,CTSO,50.27322404371585
1656633600,2.1,2.01,2.205,2.01,ok,259331.0,CTSO,47.916666666666664
1656979200,2.0,2.04,2.08,1.995,ok,131088.0,CTSO,45.65217391304348
1657065600,2.05,2.14,2.19,2.05,ok,115006.0,CTSO,46.524064171123
1657152000,2.1,2.2,2.22,2.07,ok,137904.0,CTSO,55.029585798816576
1657238400,2.15,2.46,2.48,2.1,ok,191583.0,CTSO,66.4804469273743
1657497600,2.48,2.27,2.48,2.25,ok,73400.0,CTSO,59.898477157360404
1657584000,2.26,2.23,2.365,2.16,ok,75294.0,CTSO,62.43386243386244
1657670400,2.19,2.3,2.33,2.19,ok,75003.0,CTSO,56.96969696969697
1657756800,2.28,2.19,2.33,2.18,ok,70457.0,CTSO,44.21768707482993
1657843200,2.24,2.23,2.24,2.1,ok,82670.0,CTSO,54.33070866141731
1658102400,2.23,2.16,2.3,2.16,ok,81244.0,CTSO,51.492537313432834
1658188800,2.19,2.25,2.31,2.171,ok,45201.0,CTSO,50.0
1658275200,2.25,2.25,2.37,2.24,ok,55510.0,CTSO,50.0
1658361600,2.25,2.28,2.31,2.2298,ok,30871.0,CTSO,53.54330708661416
1658448000,2.27,2.13,2.27,2.1,ok,46058.0,CTSO,54.83870967741936
1658707200,2.18,2.09,2.18,2.05,ok,92911.0,CTSO,51.99999999999999
1658793600,2.05,2.12,2.2329,2.01,ok,75510.0,CTSO,49.152542372881356
1658880000,2.18,2.26,2.26,2.11,ok,39414.0,CTSO,52.38095238095237
1658966400,2.23,2.29,2.36,2.1925,ok,55212.0,CTSO,41.747572815533985
1659052800,2.26,2.28,2.32,2.2,ok,41914.0,CTSO,50.58823529411763
1659312000,2.24,2.27,2.4,2.235,ok,88379.0,CTSO,52.439024390243915
1659398400,2.347,2.34,2.37,2.28,ok,63808.0,CTSO,52.439024390243915
1659484800,2.3,2.01,2.37,2.0,ok,367235.0,CTSO,41.34615384615383
1659571200,2.0,2.02,2.03,2.0,ok,66116.0,CTSO,39.6039603960396
1659657600,2.0,2.1,2.13,1.96,ok,177018.0,CTSO,47.05882352941176
1659916800,2.14,2.03,2.18,2.01,ok,111979.0,CTSO,38.99999999999999
1660003200,2.12,1.85,2.1388,1.85,ok,210757.0,CTSO,33.05084745762713
1660089600,1.9,1.95,1.98,1.89,ok,52850.0,CTSO,36.80000000000001
1660176000,1.94,1.97,2.0357,1.94,ok,84999.0,CTSO,42.85714285714286
1660262400,2.0,1.91,2.0,1.88,ok,183526.0,CTSO,42.10526315789475
1660521600,1.9,1.9,1.945,1.9,ok,85977.0,CTSO,40.178571428571416
1660608000,1.904,1.83,1.92,1.82,ok,106639.0,CTSO,29.523809523809547
1660694400,1.83,1.8,1.92,1.8,ok,175059.0,CTSO,26.66666666666667
1660780800,1.83,2.03,2.4772,1.82,ok,1725501.0,CTSO,40.15748031496063
1660867200,1.95,2.0,2.18,1.95,ok,176010.0,CTSO,39.53488372093023
1661126400,1.95,1.89,2.03,1.88,ok,84580.0,CTSO,33.08270676691728
1661212800,1.92,1.98,2.06,1.875,ok,110091.0,CTSO,48.623853211009184
1661299200,2.05,1.87,2.05,1.83,ok,106364.0,CTSO,43.69747899159664
1661385600,1.91,2.07,2.09,1.8812,ok,102975.0,CTSO,48.85496183206106
1661472000,2.0566,1.98,2.1072,1.95,ok,39996.0,CTSO,48.120300751879704
1661731200,2.01,2.04,2.1,1.96,ok,88089.0,CTSO,57.851239669421496
1661817600,2.0,2.0,2.03,1.91,ok,65649.0,CTSO,52.17391304347826
1661904000,2.03,1.9,2.0669,1.83,ok,122384.0,CTSO,47.15447154471545
1661990400,1.89,1.82,1.91,1.78,ok,111779.0,CTSO,46.400000000000006
1662076800,1.89,1.85,1.89,1.82,ok,92659.0,CTSO,48.031496062992126
1662422400,1.87,1.82,1.87,1.8,ok,125907.0,CTSO,49.59349593495935
1662508800,1.8,1.73,1.865,1.7,ok,116131.0,CTSO,47.286821705426355
1662595200,1.73,1.69,1.76,1.65,ok,129239.0,CTSO,34.54545454545455
1662681600,1.77,1.73,1.8199,1.68,ok,214314.0,CTSO,37.83783783783784
1662940800,1.78,1.86,1.91,1.73,ok,135599.0,CTSO,48.67256637168142
1663027200,1.84,1.84,1.94,1.81,ok,169445.0,CTSO,43.39622641509434
1663113600,1.85,1.86,1.89,1.79,ok,59473.0,CTSO,49.48453608247423
1663200000,1.82,1.92,1.94,1.82,ok,70940.0,CTSO,40.96385542168676
1663286400,1.89,1.89,1.91,1.82,ok,98066.0,CTSO,44.15584415584416
1663545600,1.91,1.84,1.91,1.82,ok,88590.0,CTSO,36.8421052631579
1663632000,1.84,1.85,1.88,1.79,ok,133448.0,CTSO,39.726027397260275
1663718400,1.83,1.68,1.85,1.66,ok,166802.0,CTSO,36.25000000000001
1663804800,1.69,1.61,1.7,1.6,ok,92850.0,CTSO,36.708860759493675
1663891200,1.64,1.39,1.64,1.39,ok,251736.0,CTSO,26.530612244897966
1664150400,1.42,1.2,1.4296,1.18,ok,308433.0,CTSO,22.807017543859644
1664236800,1.19,1.39,1.4225,1.19,ok,339665.0,CTSO,36.29032258064516
1664323200,1.43,1.42,1.52,1.42,ok,126680.0,CTSO,39.024390243902445
1664409600,1.4,1.32,1.425,1.31,ok,63837.0,CTSO,34.10852713178295
1664496000,1.34,1.36,1.52,1.3254,ok,44911.0,CTSO,29.166666666666657
1664755200,1.38,1.4,1.4,1.35,ok,49746.0,CTSO,31.967213114754088
1664841600,1.44,1.51,1.58,1.411,ok,120339.0,CTSO,36.641221374045784
1664928000,1.52,1.63,1.67,1.48,ok,80512.0,CTSO,39.41605839416058
1665014400,1.65,1.83,1.88,1.63,ok,247456.0,CTSO,48.05194805194806
1665100800,1.81,1.62,1.81,1.59,ok,57181.0,CTSO,43.529411764705884
1665360000,1.58,1.54,1.5827,1.525,ok,30149.0,CTSO,41.24293785310734
1665446400,1.54,1.52,1.73,1.5153,ok,53126.0,CTSO,45.06172839506173
1665532800,1.6,1.56,1.64,1.41,ok,89270.0,CTSO,48.42767295597484
1665619200,1.53,1.6,1.61,1.5,ok,38842.0,CTSO,57.446808510638306
1665705600,1.6,1.59,1.6486,1.5515,ok,20032.0,CTSO,65.85365853658537
1665964800,1.58,1.68,1.695,1.58,ok,35946.0,CTSO,62.83185840707965
1666051200,1.72,1.72,1.79,1.65,ok,127426.0,CTSO,63.15789473684211
1666137600,1.72,1.61,1.73,1.6,ok,65535.0,CTSO,62.608695652173914
1666224000,1.61,1.54,1.66,1.52,ok,56432.0,CTSO,57.62711864406779
1666310400,1.55,1.57,1.63,1.54,ok,79834.0,CTSO,57.26495726495727
1666569600,1.58,1.57,1.64,1.51,ok,52178.0,CTSO,52.83018867924528
1666656000,1.56,1.7,1.7,1.56,ok,32507.0,CTSO,53.27102803738318
1666742400,1.65,1.83,1.88,1.65,ok,68329.0,CTSO,50.0
1666828800,1.85,1.69,1.85,1.6584,ok,54084.0,CTSO,53.76344086021504
1666915200,1.67,1.74,1.74,1.66,ok,26752.0,CTSO,61.11111111111111
1667174400,1.75,1.87,1.96,1.7,ok,172212.0,CTSO,67.32673267326733
1667260800,1.86,1.89,1.96,1.83,ok,108893.0,CTSO,66.66666666666666
1667347200,1.95,2.03,2.04,1.83,ok,3645089.0,CTSO,69.72477064220183
1667433600,1.9,1.95,2.05,1.85,ok,317262.0,CTSO,65.51724137931035
1667520000,1.6,1.64,1.69,1.55,ok,432859.0,CTSO,48.550724637681164
1667779200,1.66,1.55,1.66,1.47,ok,256766.0,CTSO,44.05594405594406
1667865600,1.59,1.58,1.63,1.53,ok,179251.0,CTSO,48.88888888888889
1667952000,1.66,1.46,1.66,1.44,ok,142540.0,CTSO,47.14285714285714
1668038400,1.49,1.49,1.538,1.49,ok,92728.0,CTSO,47.14285714285714
1668124800,1.55,1.52,1.6,1.49,ok,67133.0,CTSO,48.251748251748246
1668384000,1.62,1.54,1.62,1.49,ok,148684.0,CTSO,43.93939393939394
1668470400,1.56,1.53,1.6,1.51,ok,59330.0,CTSO,37.5
1668556800,1.54,1.44,1.54,1.41,ok,76572.0,CTSO,39.130434782608695
1668643200,1.43,1.37,1.44,1.3651,ok,57163.0,CTSO,34.18803418803418
1668729600,1.46,1.46,1.49,1.41,ok,77269.0,CTSO,31.858407079646
1668988800,1.44,1.42,1.49,1.4,ok,119024.0,CTSO,29.565217391304344
1669075200,1.43,1.37,1.43,1.29,ok,120644.0,CTSO,18.867924528301884
1669161600,1.37,1.47,1.4831,1.35,ok,49077.0,CTSO,27.77777777777777
1669334400,1.48,1.51,1.52,1.45,ok,40920.0,CTSO,41.97530864197532
1669593600,1.5,1.37,1.5,1.36,ok,79143.0,CTSO,39.53488372093023
1669680000,1.36,1.37,1.38,1.32,ok,84722.0,CTSO,37.34939759036144
1669766400,1.3699,1.4,1.4,1.35,ok,44424.0,CTSO,45.94594594594594
1669852800,1.36,1.41,1.45,1.36,ok,33570.0,CTSO,44.44444444444443
1669939200,1.39,1.42,1.42,1.3653,ok,23733.0,CTSO,42.85714285714284
1670198400,1.42,1.3,1.42,1.3,ok,140363.0,CTSO,34.999999999999986
1670284800,1.31,1.28,1.33,1.245,ok,100892.0,CTSO,34.567901234567884
1670371200,1.2601,1.29,1.29,1.25,ok,44143.0,CTSO,39.72602739726026
1670457600,1.27,1.25,1.29,1.25,ok,121215.0,CTSO,41.42857142857141
1670544000,1.3,1.27,1.4,1.25,ok,62653.0,CTSO,34.92063492063491
1670803200,1.29,1.2,1.2924,1.18,ok,174131.0,CTSO,33.33333333333333
1670889600,1.22,1.19,1.24,1.1801,ok,229113.0,CTSO,35.48387096774192
1670976000,1.22,1.17,1.2299,1.15,ok,119321.0,CTSO,22.222222222222214
1671062400,1.13,1.16,1.191,1.1294,ok,107258.0,CTSO,15.686274509803894
1671148800,1.19,1.19,1.19,1.14,ok,97160.0,CTSO,27.499999999999986
1671408000,1.13,1.11,1.19,1.08,ok,126151.0,CTSO,22.916666666666657
1671494400,1.07,1.03,1.1199,1.03,ok,187268.0,CTSO,15.094339622641527
1671580800,1.12,1.15,1.2,1.1006,ok,119054.0,CTSO,29.687499999999986
1671667200,1.18,1.37,1.39,1.17,ok,213528.0,CTSO,47.058823529411775
1671753600,1.39,1.4,1.41,1.34,ok,94302.0,CTSO,56.57894736842105
1672099200,1.41,1.46,1.58,1.3518,ok,162695.0,CTSO,61.24999999999999
1672185600,1.4607,1.19,1.53,1.16,ok,385353.0,CTSO,45.283018867924525
1672272000,1.26,1.4,1.48,1.26,ok,416689.0,CTSO,56.09756097560975
1672358400,1.47,1.55,1.67,1.41,ok,451453.0,CTSO,60.29411764705882
1672704000,1.55,1.82,1.82,1.53,ok,131302.0,CTSO,69.87179487179488
1672790400,1.85,1.79,1.9101,1.76,ok,166505.0,CTSO,68.98734177215191
1672876800,1.75,1.8,1.82,1.75,ok,52167.0,CTSO,70.06369426751593
