time,open,high,low,close,volume,ticker,percent_change,spike,cumulative_percent
2021-12-23 17:00:00,9.91,9.91,9.91,9.91,2064,OLMA,,False,
2021-12-23 16:00:00,9.97,10.0,9.83,9.91,75026,OLMA,0.0,False,
2021-12-23 15:00:00,10.2,10.2,9.93,9.98,30558,OLMA,0.7063572149344166,False,
2021-12-23 14:00:00,10.11,10.27,10.09,10.19,27442,OLMA,2.104208416833653,False,
2021-12-23 13:00:00,10.15,10.24,10.015,10.07,27700,OLMA,-1.177625122669279,False,
2021-12-23 12:00:00,10.02,10.17,10.015,10.135,40162,OLMA,0.6454816285997866,False,
2021-12-23 11:00:00,9.82,10.16,9.75,10.04,64382,OLMA,-0.9373458312777583,False,
2021-12-23 10:00:00,9.43,9.93,9.43,9.79,36440,OLMA,-2.490039840637448,False,
2021-12-22 17:00:00,9.54,9.54,9.54,9.54,4640,OLMA,-2.5536261491317713,False,
2021-12-22 16:00:00,9.63,9.66,9.48,9.56,67522,OLMA,0.20964360587003572,False,
2021-12-22 15:00:00,9.54,9.64,9.5,9.62,21158,OLMA,0.6276150627614996,False,
2021-12-22 14:00:00,9.44,9.56,9.42,9.56,29838,OLMA,-0.6237006237006071,False,
2021-12-22 13:00:00,9.59,9.6038,9.395,9.43,32683,OLMA,-1.3598326359832713,False,
2021-12-22 12:00:00,9.58,9.7,9.49,9.59,50168,OLMA,1.6967126193001114,False,
2021-12-22 11:00:00,9.4487,9.625,9.32,9.57,51169,OLMA,-0.2085505735140769,False,
2021-12-22 10:00:00,9.68,9.8,9.42,9.485,24149,OLMA,-0.8881922675026188,False,
2021-12-21 17:00:00,9.78,9.78,9.78,9.78,4080,OLMA,3.110173958882445,False,
2021-12-21 16:00:00,9.87,9.875,9.69,9.79,100532,OLMA,0.10224948875254825,False,
2021-12-21 15:00:00,9.8673,9.96,9.815,9.86,33829,OLMA,0.7150153217569066,False,
2021-12-21 14:00:00,9.8,9.915,9.78,9.87,32422,OLMA,0.10141987829614951,False,
2021-12-21 13:00:00,9.83,9.91,9.77,9.8,21690,OLMA,-0.7092198581560183,False,
2021-12-21 12:00:00,9.9,9.99,9.78,9.8328,49143,OLMA,0.33469387755102886,False,
2021-12-21 11:00:00,9.85,10.1496,9.84,9.8626,52579,OLMA,0.30306728500528735,False,
