time,open,high,low,close,volume,ticker,percent_change,spike
2021-10-25 17:00:00,9.48,9.48,9.48,9.48,411,INZY,,False
2021-10-25 16:00:00,9.15,9.465,9.15,9.42,3976,INZY,-0.6329113924050667,False
2021-10-25 15:00:00,9.075,9.1154,9.07,9.08,507,INZY,-3.6093418259023347,False
2021-10-25 14:00:00,9.175,9.175,9.08,9.08,903,INZY,0.0,False
2021-10-25 13:00:00,9.02,9.13,9.02,9.13,3748,INZY,0.5506607929515406,False
2021-10-25 12:00:00,9.22,9.22,9.01,9.01,4082,INZY,-1.3143483023001168,False
2021-10-25 11:00:00,9.165,9.55,9.165,9.19,1944,INZY,1.9977802441731418,False
2021-10-25 10:00:00,9.32,9.59,9.11,9.58,1176,INZY,4.243743199129502,False
2021-10-22 17:00:00,9.28,9.28,9.28,9.28,139,INZY,-3.131524008350739,False
2021-10-22 16:00:00,9.22,9.3,9.22,9.3,2601,INZY,0.21551724137931494,False
2021-10-22 14:00:00,9.19,9.19,9.19,9.19,300,INZY,-1.1827956989247435,False
2021-10-22 13:00:00,9.15,9.27,9.15,9.27,871,INZY,0.8705114254624613,False
2021-10-22 12:00:00,9.26,9.28,9.06,9.06,1660,INZY,-2.265372168284785,False
2021-10-22 11:00:00,9.0174,9.1514,8.835,9.02,3114,INZY,-0.44150110375277274,False
2021-10-22 10:00:00,9.29,9.29,9.01,9.0449,1166,INZY,0.2760532150776207,False
2021-10-21 16:00:00,9.265,9.37,9.23,9.3,4542,INZY,2.8203739123705107,False
2021-10-21 15:00:00,9.32,9.32,9.2,9.25,3111,INZY,-0.5376344086021612,False
2021-10-21 14:00:00,9.32,9.32,9.24,9.24,2871,INZY,-0.108108108108107,False
2021-10-21 13:00:00,9.2791,9.375,9.165,9.375,1507,INZY,1.4610389610389518,False
2021-10-21 12:00:00,9.39,9.39,9.245,9.39,1769,INZY,0.16000000000000458,False
2021-10-21 11:00:00,9.56,9.58,9.37,9.39,2784,INZY,0.0,False
2021-10-21 10:00:00,9.54,9.56,9.52,9.56,1130,INZY,1.8104366347177825,False
2021-10-20 17:00:00,9.54,9.54,9.54,9.54,1077,INZY,-0.20920502092051096,False
2021-10-20 16:00:00,9.51,9.56,9.5,9.53,4011,INZY,-0.10482180293500676,False
2021-10-20 14:00:00,9.67,9.78,9.5,9.56,4619,INZY,0.31479538300105414,False
2021-10-20 13:00:00,9.785,9.785,9.785,9.785,100,INZY,2.3535564853556457,False
