time,open,high,low,close,volume,ticker,percent_change,spike
2023-05-18 17:00:00,2.64,2.64,2.58,2.58,408,PSTX,,False
2023-05-18 16:00:00,2.46,2.53,2.45,2.53,114130,PSTX,-1.9379844961240456,False
2023-05-18 15:00:00,2.465,2.47,2.44,2.455,39144,PSTX,-2.9644268774703497,False
2023-05-18 14:00:00,2.51,2.53,2.46,2.46,62734,PSTX,0.20366598778003286,False
2023-05-18 13:00:00,2.5541,2.58,2.51,2.51,62505,PSTX,2.0325203252032464,False
2023-05-18 12:00:00,2.6696,2.67,2.55,2.55,116207,PSTX,1.5936254980079667,False
2023-05-18 11:00:00,2.7,2.72,2.65,2.66,83493,PSTX,4.313725490196085,False
2023-05-18 10:00:00,2.71,2.8611,2.6301,2.69,31568,PSTX,1.1278195488721776,False
2023-05-18 09:00:00,2.81,2.81,2.81,2.81,100,PSTX,4.460966542750944,False
2023-05-17 17:00:00,2.7,2.84,2.7,2.84,401,PSTX,1.0676156583629748,False
2023-05-17 16:00:00,2.7185,2.73,2.67,2.7,137226,PSTX,-4.929577464788726,False
2023-05-17 15:00:00,2.755,2.76,2.7,2.715,48221,PSTX,0.5555555555555536,False
2023-05-17 14:00:00,2.765,2.765,2.75,2.755,36617,PSTX,1.4732965009208066,False
2023-05-17 13:00:00,2.76,2.77,2.72,2.765,38691,PSTX,0.3629764065335772,False
2023-05-17 12:00:00,2.775,2.775,2.7,2.755,103081,PSTX,-0.3616636528029016,False
2023-05-17 11:00:00,2.79,2.825,2.77,2.78,83122,PSTX,0.9074410163339319,False
2023-05-17 10:00:00,2.93,2.93,2.79,2.79,19258,PSTX,0.3597122302158251,False
2023-05-17 09:00:00,2.78,2.78,2.78,2.78,300,PSTX,-0.35842293906810374,False
2023-05-16 19:00:00,2.9,2.9,2.9,2.9,300,PSTX,4.316546762589923,False
2023-05-16 17:00:00,2.9,2.9,2.9,2.9,2683,PSTX,0.0,False
2023-05-16 16:00:00,2.875,2.9,2.865,2.89,94883,PSTX,-0.34482758620688614,False
2023-05-16 15:00:00,2.88,2.9,2.86,2.88,45406,PSTX,-0.34602076124568004,False
2023-05-16 14:00:00,2.83,2.94,2.825,2.88,84963,PSTX,0.0,False
2023-05-16 13:00:00,2.87,2.87,2.815,2.825,28333,PSTX,-1.9097222222222099,False
2023-05-16 12:00:00,2.8575,2.905,2.845,2.86,61691,PSTX,1.2389380530973382,False
2023-05-16 11:00:00,2.89,2.89,2.81,2.855,50662,PSTX,-0.17482517482516613,False
2023-05-16 10:00:00,2.97,2.97,2.78,2.89,44822,PSTX,1.2259194395796813,False
2023-05-15 16:00:00,2.97,2.97,2.95,2.95,88112,PSTX,2.076124567474058,False
2023-05-15 15:00:00,3.01,3.01,2.96,2.965,55816,PSTX,0.5084745762711673,False
2023-05-15 14:00:00,3.0,3.01,2.99,3.005,70626,PSTX,1.3490725126475533,False
2023-05-15 13:00:00,2.99,3.005,2.99,2.995,27370,PSTX,-0.33277870216305017,False
2023-05-15 12:00:00,2.985,3.01,2.965,2.985,56737,PSTX,-0.33388981636061077,False
2023-05-15 11:00:00,3.0303,3.05,2.9647,2.99,82439,PSTX,0.16750418760469454,False
2023-05-15 10:00:00,2.9,3.1001,2.86,3.02,64798,PSTX,1.0033444816053505,False
2023-05-12 18:00:00,2.91,2.91,2.91,2.91,1480,PSTX,-3.6423841059602613,False
2023-05-12 16:00:00,2.855,2.94,2.78,2.91,186016,PSTX,0.0,False
2023-05-12 15:00:00,2.82,2.87,2.82,2.855,40123,PSTX,-1.8900343642611728,False
2023-05-12 14:00:00,2.8093,2.87,2.8,2.82,55664,PSTX,-1.2259194395796924,False
2023-05-12 13:00:00,2.8,2.86,2.755,2.81,58433,PSTX,-0.35460992907800915,False
2023-05-12 12:00:00,2.81,2.88,2.76,2.7978,99196,PSTX,-0.4341637010676136,False
2023-05-12 11:00:00,2.925,2.925,2.81,2.81,70463,PSTX,0.43605690185144486,False
2023-05-12 10:00:00,3.08,3.08,2.9,2.91,71124,PSTX,3.558718861209975,False
2023-05-12 09:00:00,3.1,3.1,3.1,3.1,500,PSTX,6.529209621993126,False
2023-05-11 18:00:00,3.03,3.03,3.03,3.03,1200,PSTX,-2.2580645161290436,False
2023-05-11 17:00:00,3.085,3.085,3.0,3.0,52605,PSTX,-0.9900990099009799,False
2023-05-11 16:00:00,3.1501,3.16,3.05,3.08,173885,PSTX,2.6666666666666616,False
2023-05-11 15:00:00,3.22,3.23,3.14,3.155,68271,PSTX,2.4350649350649345,False
2023-05-11 14:00:00,3.1799,3.245,3.1799,3.22,28298,PSTX,2.0602218700475516,False
2023-05-11 13:00:00,3.22,3.225,3.1709,3.1721,39635,PSTX,-1.4875776397515583,False
2023-05-11 12:00:00,3.145,3.29,3.13,3.215,126611,PSTX,1.3524163803158684,False
2023-05-11 11:00:00,3.4173,3.43,3.14,3.1469,65207,PSTX,-2.1181959564541164,False
2023-05-11 10:00:00,3.38,3.43,3.32,3.405,19044,PSTX,8.201722329911965,False
2023-05-10 17:00:00,3.39,3.39,3.39,3.39,222,PSTX,-0.4405286343612258,False
2023-05-10 16:00:00,3.31,3.4,3.31,3.39,124876,PSTX,0.0,False
2023-05-10 15:00:00,3.395,3.405,3.3,3.31,60197,PSTX,-2.359882005899705,False
2023-05-10 14:00:00,3.31,3.395,3.31,3.395,58330,PSTX,2.5679758308157163,False
