1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
15.77,15.95,15.51,15.81,15.81,58673,FISI
16.2,16.2,15.57,15.86,15.86,72194,FISI
15.55,16.24,15.55,16.07,16.07,62668,FISI
15.23,15.525,13.835,15.09,15.09,179346,FISI
16.26,16.72,15.418,15.51,15.51,112059,FISI
17.31,17.36,16.1,16.17,16.17,98053,FISI
17.62,17.69,17.29,17.35,17.35,51000,FISI
17.37,17.85,17.37,17.48,17.48,41919,FISI
17.72,17.72,17.36,17.48,17.48,42778,FISI
17.55,17.55,16.72,17.39,17.39,55823,FISI
17.69,17.81,17.3,17.41,17.41,67933,FISI
17.91,18.26,17.82,17.91,17.91,38312,FISI
18.1,18.11,17.73,17.94,17.94,82038,FISI
18.19,18.55,17.96,18.15,18.15,42096,FISI
17.96,18.52,17.7,18.39,18.39,61242,FISI
18.59,18.59,17.7022,17.93,17.93,65505,FISI
17.79,18.34,17.62,18.32,18.32,51880,FISI
18.17,18.365,17.55,17.85,17.85,70660,FISI
18.13,18.36,17.97,18.25,18.25,68520,FISI
18.41,18.41,18.0,18.13,18.13,50840,FISI
18.33,18.46,18.25,18.35,18.35,37330,FISI
18.45,18.6821,18.26,18.33,18.33,60173,FISI
18.39,18.55,18.27,18.45,18.45,46753,FISI
18.44,18.62,18.17,18.39,18.39,53008,FISI
19.25,19.25,18.52,18.66,18.66,40041,FISI
19.41,19.45,18.92,19.25,19.25,61489,FISI
19.24,19.37,18.95,19.28,19.28,98578,FISI
19.75,19.75,19.06,19.17,19.17,48197,FISI
19.75,19.85,19.3693,19.57,19.57,48085,FISI
19.58,19.76,19.35,19.63,19.63,40234,FISI
19.48,19.72,19.33,19.59,19.59,63521,FISI
18.58,19.28,18.35,19.17,19.17,68194,FISI
19.68,19.68,18.61,18.68,18.68,116328,FISI
20.16,20.24,19.46,19.52,19.52,86875,FISI
20.62,20.62,19.88,20.16,20.16,118670,FISI
19.73,20.34,19.5,19.84,19.84,84617,FISI
21.21,21.21,19.41,19.73,19.73,170947,FISI
20.76,21.805,20.02,21.4,21.4,69942,FISI
20.25,21.01,20.25,21.01,21.01,93700,FISI
21.72,22.56,21.09,21.23,20.931126231816,72566,FISI
22.1,22.16,19.99,20.89,20.5959127170343,105574,FISI
22.88,23.7254,22.15,22.48,22.1635288596903,72740,FISI
24.03,24.07,22.96,23.07,22.7452229000469,38114,FISI
23.98,24.19,23.93,24.13,23.7903003284843,32984,FISI
24.32,24.32,24.01,24.05,23.7114265603003,27644,FISI
24.795,24.8099,24.18,24.3,23.9579070858752,70292,FISI
24.79,24.895,24.51,24.76,24.4114312529329,23314,FISI
24.655,24.73,24.38,24.66,24.312839042703,24987,FISI
24.82,25.03,24.72,25.0,24.6480525574847,33396,FISI
24.97,25.13,24.78,24.96,24.6086156733928,42016,FISI
24.69,24.97,24.64,24.88,24.5297419052088,31324,FISI
24.84,24.84,24.55,24.71,24.3621351478179,26381,FISI
25.0,25.16,24.79,25.07,24.7170671046457,37547,FISI
25.2,25.2,24.65,24.83,24.4804458000938,44725,FISI
25.46,25.46,25.01,25.12,24.7663632097607,34481,FISI
25.07,25.39,24.935,25.39,25.0325621773815,56873,FISI
25.06,25.311,24.93,25.04,24.6874894415767,33310,FISI
25.08,25.39,24.99,25.37,25.0128437353355,23467,FISI
25.14,25.19,24.85,25.01,24.6579117785077,23178,FISI
24.9376,25.425,24.815,25.33,24.9734068512435,40431,FISI
24.67,24.97,24.59,24.79,24.4410089160019,27660,FISI
24.84,24.97,24.4,24.6,24.253683716565,25763,FISI
24.945,25.09,24.7,24.83,24.4804458000938,23090,FISI
24.97,25.38,24.79,25.1,24.7466447677147,24512,FISI
25.53,25.53,24.75,24.97,24.6184748944158,35359,FISI
25.63,25.85,25.44,25.6,25.2396058188644,32234,FISI
24.94,25.78,24.88,25.68,25.3184795870483,47615,FISI
24.5,25.18,24.5,24.94,24.5888972313468,58255,FISI
24.625,24.9399,24.27,24.71,24.3621351478179,54637,FISI
24.2259,24.8,24.16,24.45,24.1057954012201,30034,FISI
24.06,24.32,24.04,24.15,23.8100187705303,24956,FISI
23.86,24.1,23.63,24.06,23.7212857813233,30356,FISI
23.92,23.92,23.54,23.85,23.5142421398404,23470,FISI
23.84,23.9381,23.66,23.74,23.4057907085875,30402,FISI
24.1,24.15,23.8725,24.01,23.6719896762084,35342,FISI
23.91,24.15,23.88,24.06,23.7212857813233,30113,FISI
23.55,23.845,23.38,23.72,23.3860722665415,31033,FISI
24.31,24.31,23.65,23.73,23.3959314875645,34367,FISI
24.72,24.8,24.26,24.43,24.0860769591741,35858,FISI
24.5,24.71,24.5,24.65,24.30297982168,18931,FISI
24.25,24.85,24.25,24.65,24.30297982168,25401,FISI
24.28,24.38,24.08,24.2,23.8593148756452,27186,FISI
24.065,24.585,23.9,24.33,23.9874847489442,34942,FISI
24.54,24.54,24.06,24.17,23.8297372125763,30113,FISI
24.27,24.74,24.27,24.56,24.214246832473,27064,FISI
24.35,24.38,23.98,24.06,23.7212857813233,17575,FISI
24.66,24.91,24.275,24.53,24.184669169404,22089,FISI
24.54,24.68,24.05,24.59,24.243824495542,38084,FISI
24.2,24.51,24.15,24.36,24.0170624120131,22365,FISI
23.95,24.33,23.94,24.28,23.9381886438292,32395,FISI
24.07,24.42,23.77,23.92,23.5832566870014,43570,FISI
23.67,24.45,23.67,24.24,23.8987517597372,21695,FISI
24.3,24.7,24.3,24.52,24.174809948381,38523,FISI
24.26,24.27,23.79,24.22,23.8790333176912,33386,FISI
23.88,24.28,23.88,24.26,23.9184702017832,29493,FISI
23.87,24.06,23.56,23.56,23.2283247301736,46630,FISI
23.89,24.17,23.86,23.95,23.6128343500704,42949,FISI
23.52,24.01,23.52,24.01,23.6719896762084,83738,FISI
23.74,24.07,23.63,23.91,23.5733974659784,70338,FISI
24.33,24.39,24.1,24.24,23.6123617593106,51347,FISI
