date, open, high, low, close, adjusted close, volume, dividend amount, split coefficient,ticker
2023-05-10,14.65,14.67,14.06,14.28,14.28,73357,0.0000,1.0,OPRX
2023-05-09,14.42,14.5,14.22,14.39,14.39,90465,0.0000,1.0,OPRX
2023-05-08,14.57,14.64,14.34,14.54,14.54,81354,0.0000,1.0,OPRX
2023-05-05,14.74,14.99,14.24,14.48,14.48,80020,0.0000,1.0,OPRX
2023-05-04,14.28,14.555,13.92,14.4,14.4,101055,0.0000,1.0,OPRX
2023-05-03,14.79,14.819,14.26,14.45,14.45,89697,0.0000,1.0,OPRX
2023-05-02,14.92,15.2,14.64,14.75,14.75,104526,0.0000,1.0,OPRX
2023-05-01,15.0,15.15,14.885,14.98,14.98,89051,0.0000,1.0,OPRX
2023-04-28,14.75,15.165,14.66,15.03,15.03,127408,0.0000,1.0,OPRX
2023-04-27,14.76,14.88,14.655,14.85,14.85,78064,0.0000,1.0,OPRX
2023-04-26,14.81,15.315,14.61,14.78,14.78,100623,0.0000,1.0,OPRX
2023-04-25,15.45,15.69,14.89,14.89,14.89,95845,0.0000,1.0,OPRX
2023-04-24,15.2,15.73,15.17,15.63,15.63,172023,0.0000,1.0,OPRX
2023-04-21,15.18,15.39,14.86,15.37,15.37,162341,0.0000,1.0,OPRX
2023-04-20,14.6,15.25,14.49,15.18,15.18,125039,0.0000,1.0,OPRX
2023-04-19,14.32,14.845,14.32,14.81,14.81,99642,0.0000,1.0,OPRX
2023-04-18,14.48,14.48,14.135,14.42,14.42,162003,0.0000,1.0,OPRX
2023-04-17,14.44,14.49,14.15,14.38,14.38,76937,0.0000,1.0,OPRX
2023-04-14,14.59,14.69,14.24,14.41,14.41,99315,0.0000,1.0,OPRX
2023-04-13,14.43,14.91,14.38,14.67,14.67,116722,0.0000,1.0,OPRX
2023-04-12,14.65,14.65,14.13,14.31,14.31,174222,0.0000,1.0,OPRX
2023-04-11,14.35,14.93,14.3,14.47,14.47,148192,0.0000,1.0,OPRX
2023-04-10,14.11,14.52,14.09,14.3,14.3,135108,0.0000,1.0,OPRX
2023-04-06,14.0,14.36,13.805,14.3,14.3,113697,0.0000,1.0,OPRX
2023-04-05,14.07,14.35,13.94,14.08,14.08,74903,0.0000,1.0,OPRX
2023-04-04,14.46,14.46,14.07,14.23,14.23,106209,0.0000,1.0,OPRX
2023-04-03,14.53,14.61,14.33,14.39,14.39,173471,0.0000,1.0,OPRX
2023-03-31,14.67,14.8,14.3,14.63,14.63,192597,0.0000,1.0,OPRX
2023-03-30,14.47,14.57,14.17,14.5,14.5,183348,0.0000,1.0,OPRX
2023-03-29,14.29,14.44,14.0,14.34,14.34,124077,0.0000,1.0,OPRX
2023-03-28,14.03,14.53,13.91,14.06,14.06,113958,0.0000,1.0,OPRX
2023-03-27,14.43,14.62,13.95,14.06,14.06,222606,0.0000,1.0,OPRX
2023-03-24,13.83,14.28,13.83,14.14,14.14,165986,0.0000,1.0,OPRX
2023-03-23,13.99,14.86,13.74,14.03,14.03,188257,0.0000,1.0,OPRX
2023-03-22,13.86,14.165,13.57,13.89,13.89,199165,0.0000,1.0,OPRX
2023-03-21,13.05,13.98,12.99,13.79,13.79,333743,0.0000,1.0,OPRX
2023-03-20,12.94,13.0616,12.64,12.77,12.77,286422,0.0000,1.0,OPRX
2023-03-17,12.41,13.05,12.315,12.65,12.65,4128490,0.0000,1.0,OPRX
2023-03-16,12.83,13.07,12.2,12.83,12.83,331277,0.0000,1.0,OPRX
2023-03-15,13.07,13.295,12.65,12.94,12.94,288999,0.0000,1.0,OPRX
2023-03-14,13.45,14.39,13.17,13.44,13.44,416330,0.0000,1.0,OPRX
2023-03-13,13.0,13.159,12.28,12.54,12.54,333431,0.0000,1.0,OPRX
2023-03-10,14.31,14.465,12.775,13.09,13.09,406553,0.0000,1.0,OPRX
2023-03-09,14.25,16.04,13.75,14.35,14.35,1154183,0.0000,1.0,OPRX
2023-03-08,16.62,16.8509,15.71,16.24,16.24,566288,0.0000,1.0,OPRX
2023-03-07,16.4,16.84,16.095,16.72,16.72,332070,0.0000,1.0,OPRX
2023-03-06,17.48,17.77,16.35,16.48,16.48,613016,0.0000,1.0,OPRX
2023-03-03,18.33,18.65,18.21,18.4,18.4,76920,0.0000,1.0,OPRX
2023-03-02,17.81,18.35,17.72,18.16,18.16,85595,0.0000,1.0,OPRX
2023-03-01,17.86,18.42,17.65,18.11,18.11,79871,0.0000,1.0,OPRX
2023-02-28,17.6,18.31,17.34,17.85,17.85,470346,0.0000,1.0,OPRX
2023-02-27,17.46,18.1,17.335,17.62,17.62,109053,0.0000,1.0,OPRX
2023-02-24,17.94,18.0477,17.0,17.15,17.15,98958,0.0000,1.0,OPRX
2023-02-23,17.84,18.41,17.32,18.37,18.37,116407,0.0000,1.0,OPRX
2023-02-22,17.64,18.0,16.96,17.47,17.47,92345,0.0000,1.0,OPRX
2023-02-21,17.74,18.03,17.15,17.5,17.5,138412,0.0000,1.0,OPRX
2023-02-17,18.07,18.18,17.435,18.18,18.18,113462,0.0000,1.0,OPRX
2023-02-16,17.91,18.29,17.63,18.05,18.05,123748,0.0000,1.0,OPRX
2023-02-15,17.27,18.29,17.2375,18.26,18.26,82065,0.0000,1.0,OPRX
2023-02-14,17.41,17.54,17.015,17.4,17.4,68921,0.0000,1.0,OPRX
2023-02-13,17.31,18.251,16.88,17.66,17.66,91351,0.0000,1.0,OPRX
2023-02-10,16.94,17.46,16.77,17.34,17.34,129642,0.0000,1.0,OPRX
2023-02-09,18.05,18.175,16.935,17.16,17.16,150459,0.0000,1.0,OPRX
2023-02-08,18.44,18.475,17.675,17.75,17.75,93975,0.0000,1.0,OPRX
2023-02-07,18.48,18.6034,17.96,18.54,18.54,110312,0.0000,1.0,OPRX
2023-02-06,18.74,18.91,18.32,18.59,18.59,70686,0.0000,1.0,OPRX
2023-02-03,18.84,19.98,18.7903,18.99,18.99,116270,0.0000,1.0,OPRX
2023-02-02,19.44,19.98,19.02,19.38,19.38,243285,0.0000,1.0,OPRX
2023-02-01,17.98,19.11,17.925,18.88,18.88,175171,0.0000,1.0,OPRX
2023-01-31,17.51,18.31,17.51,17.95,17.95,135048,0.0000,1.0,OPRX
2023-01-30,17.38,17.72,17.07,17.4,17.4,84342,0.0000,1.0,OPRX
2023-01-27,17.76,18.06,16.89,17.56,17.56,60659,0.0000,1.0,OPRX
2023-01-26,17.74,17.895,17.41,17.74,17.74,63058,0.0000,1.0,OPRX
2023-01-25,17.16,17.58,16.6501,17.43,17.43,89097,0.0000,1.0,OPRX
2023-01-24,17.91,17.91,17.01,17.39,17.39,87349,0.0000,1.0,OPRX
2023-01-23,17.0,18.395,16.6902,17.94,17.94,166070,0.0000,1.0,OPRX
2023-01-20,17.06,17.3,16.3,17.2,17.2,183346,0.0000,1.0,OPRX
2023-01-19,16.98,17.5,16.66,17.0,17.0,200038,0.0000,1.0,OPRX
2023-01-18,18.71,19.03,17.09,17.12,17.12,192486,0.0000,1.0,OPRX
2023-01-17,18.27,18.8,18.01,18.64,18.64,109212,0.0000,1.0,OPRX
2023-01-13,18.16,19.095,17.74,18.52,18.52,111282,0.0000,1.0,OPRX
2023-01-12,18.57,18.57,17.455,18.32,18.32,248101,0.0000,1.0,OPRX
2023-01-11,19.11,19.11,18.25,18.56,18.56,93642,0.0000,1.0,OPRX
2023-01-10,18.92,19.3,18.385,18.95,18.95,136055,0.0000,1.0,OPRX
2023-01-09,18.2,19.25,18.1,18.83,18.83,134683,0.0000,1.0,OPRX
2023-01-06,18.85,18.85,17.92,17.95,17.95,152175,0.0000,1.0,OPRX
2023-01-05,18.52,18.74,17.83,18.66,18.66,135845,0.0000,1.0,OPRX
2023-01-04,17.51,19.32,17.11,18.84,18.84,478298,0.0000,1.0,OPRX
2023-01-03,16.99,17.2999,16.665,17.12,17.12,187743,0.0000,1.0,OPRX
2022-12-30,16.31,17.12,16.29,16.8,16.8,133383,0.0000,1.0,OPRX
2022-12-29,16.03,16.709,16.03,16.56,16.56,82447,0.0000,1.0,OPRX
2022-12-28,15.93,16.11,15.485,15.9,15.9,62354,0.0000,1.0,OPRX
2022-12-27,16.77,16.77,15.87,15.91,15.91,89869,0.0000,1.0,OPRX
2022-12-23,17.04,17.11,16.54,16.68,16.68,163968,0.0000,1.0,OPRX
2022-12-22,17.16,17.3,16.385,16.83,16.83,160582,0.0000,1.0,OPRX
2022-12-21,17.21,17.35,17.0514,17.29,17.29,154558,0.0000,1.0,OPRX
2022-12-20,17.27,17.52,17.02,17.07,17.07,56929,0.0000,1.0,OPRX
2022-12-19,17.5,17.98,17.21,17.35,17.35,120803,0.0000,1.0,OPRX
2022-12-16,17.16,17.82,16.78,17.45,17.45,776422,0.0000,1.0,OPRX
2022-12-15,17.73,18.09,17.24,17.51,17.51,258359,0.0000,1.0,OPRX
2022-12-14,18.12,18.36,17.62,17.94,17.94,161541,0.0000,1.0,OPRX
2022-12-13,18.83,19.205,18.2,18.32,18.32,144443,0.0000,1.0,OPRX
2022-12-12,18.34,18.48,17.88,18.1,18.1,130764,0.0000,1.0,OPRX
2022-12-09,18.64,19.005,18.515,18.52,18.52,90034,0.0000,1.0,OPRX
2022-12-08,18.68,19.12,17.93,18.7,18.7,135391,0.0000,1.0,OPRX
2022-12-07,18.87,19.0629,18.09,18.46,18.46,141576,0.0000,1.0,OPRX
2022-12-06,19.24,19.43,18.39,19.09,19.09,161457,0.0000,1.0,OPRX
2022-12-05,19.97,20.13,18.955,19.21,19.21,174214,0.0000,1.0,OPRX
2022-12-02,19.93,20.55,19.93,20.19,20.19,163897,0.0000,1.0,OPRX
