date, open, high, low, close, adjusted close, volume, dividend amount, split coefficient,ticker
2023-05-09,3.55,4.39,3.55,3.83,3.83,85048,0.0000,1.0,TRNR
2023-05-08,4.59,4.75,3.31,3.54,3.54,189933,0.0000,1.0,TRNR
2023-05-05,6.8,6.9,4.8,4.85,4.85,274661,0.0000,1.0,TRNR
2023-05-04,6.3657,6.8835,6.03,6.8,6.8,187338,0.0000,1.0,TRNR
2023-05-03,6.7,7.1,6.25,6.35,6.35,88430,0.0000,1.0,TRNR
2023-05-02,6.5,6.5,6.06,6.3,6.3,55274,0.0000,1.0,TRNR
2023-05-01,6.2,7.05,5.82,6.6,6.6,414180,0.0000,1.0,TRNR
2023-04-28,8.35,8.5,5.75,6.61,6.61,838817,0.0000,1.0,TRNR
