1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
4.64,4.71,4.47,4.7,4.7,197565,CSTE
4.82,4.82,4.51,4.6,4.6,69864,CSTE
4.7,4.87,4.66,4.82,4.82,70502,CSTE
4.81,4.81,4.53,4.68,4.68,162112,CSTE
4.69,4.9,4.6,4.78,4.78,217301,CSTE
4.67,4.67,4.41,4.6,4.6,104549,CSTE
4.58,4.77,4.54,4.68,4.68,113492,CSTE
4.39,4.63,4.36,4.56,4.56,128066,CSTE
4.19,4.58,4.05,4.4,4.4,240966,CSTE
4.18,4.25,3.9738,4.2,4.2,121365,CSTE
3.96,4.27,3.96,4.23,4.23,258356,CSTE
3.83,4.0,3.76,3.94,3.94,171410,CSTE
3.59,3.79,3.58,3.77,3.77,110084,CSTE
3.56,3.64,3.51,3.62,3.62,101473,CSTE
3.67,3.67,3.53,3.56,3.56,110364,CSTE
3.7,3.735,3.64,3.68,3.68,99039,CSTE
3.71,3.72,3.61,3.67,3.67,82213,CSTE
3.79,3.85,3.66,3.7,3.7,80519,CSTE
3.75,3.83,3.66,3.75,3.75,102600,CSTE
3.98,4.02,3.69,3.73,3.73,139622,CSTE
3.84,4.03,3.84,3.95,3.95,90392,CSTE
3.85,3.955,3.77,3.82,3.82,230023,CSTE
3.89,3.89,3.75,3.81,3.81,72789,CSTE
3.93,3.93,3.8,3.88,3.88,92848,CSTE
4.09,4.09,3.8,3.92,3.92,135412,CSTE
4.08,4.24,3.97,4.08,4.08,112767,CSTE
4.05,4.19,4.045,4.13,4.13,66297,CSTE
4.0,4.16,3.97,4.04,4.04,89253,CSTE
4.13,4.13,3.935,3.99,3.99,133581,CSTE
4.24,4.24,4.04,4.11,4.11,97168,CSTE
4.24,4.31,4.13,4.24,4.24,84081,CSTE
4.2,4.34,4.15,4.19,4.19,150948,CSTE
4.32,4.33,4.165,4.2,4.2,48652,CSTE
4.33,4.54,4.26,4.3,4.3,67817,CSTE
4.29,4.5336,4.29,4.35,4.35,72070,CSTE
4.26,4.36,4.16,4.25,4.25,91560,CSTE
4.37,4.37,4.2,4.22,4.22,174842,CSTE
4.38,4.7,4.33,4.37,4.37,140212,CSTE
4.58,4.6412,4.36,4.42,4.42,159257,CSTE
4.79,4.79,4.59,4.75,4.75,153871,CSTE
4.96,5.01,4.71,4.73,4.73,762544,CSTE
4.95,5.02,4.88,4.96,4.96,246207,CSTE
4.7,4.97,4.67,4.95,4.95,230397,CSTE
4.66,4.69,4.52,4.68,4.68,150157,CSTE
4.82,4.88,4.6,4.66,4.66,108432,CSTE
5.1,5.1,4.61,4.82,4.82,247087,CSTE
4.89,5.1314,4.83,5.02,5.02,128614,CSTE
4.75,4.8459,4.64,4.82,4.82,124898,CSTE
5.54,5.5649,4.59,4.74,4.74,483266,CSTE
5.97,5.9807,5.82,5.82,5.82,51408,CSTE
5.96,6.04,5.91,5.95,5.95,26355,CSTE
5.9,5.99,5.8,5.94,5.94,67349,CSTE
5.99,6.04,5.8714,5.97,5.97,23926,CSTE
5.93,5.99,5.8,5.96,5.96,68732,CSTE
6.02,6.1,5.89,5.89,5.89,60506,CSTE
6.18,6.18,6.03,6.07,6.07,69469,CSTE
6.11,6.18,6.0,6.11,6.11,31062,CSTE
6.14,6.17,5.9615,6.15,6.15,183787,CSTE
6.07,6.19,5.99,6.15,6.15,32311,CSTE
6.01,6.165,5.98,6.13,6.13,76642,CSTE
6.11,6.18,5.965,6.05,6.05,121992,CSTE
6.255,6.35,6.12,6.14,6.14,61278,CSTE
6.29,6.37,6.18,6.23,6.23,113654,CSTE
6.3,6.36,6.18,6.3,6.3,72347,CSTE
6.47,6.47,6.32,6.34,6.34,43716,CSTE
6.35,6.54,6.3,6.48,6.48,84139,CSTE
6.26,6.5457,6.26,6.4,6.4,198638,CSTE
6.25,6.34,6.16,6.26,6.26,76175,CSTE
6.01,6.28,6.01,6.24,6.24,86618,CSTE
6.0,6.03,5.96,5.96,5.96,51669,CSTE
6.03,6.16,5.97,6.04,6.04,61843,CSTE
6.09,6.13,5.91,6.0,6.0,59099,CSTE
5.98,6.09,5.9,6.05,6.05,27841,CSTE
6.23,6.29,6.01,6.05,6.05,46475,CSTE
6.07,6.3,6.02,6.23,6.23,90795,CSTE
5.94,6.08,5.8,6.05,6.05,89047,CSTE
6.07,6.07,5.83,5.91,5.91,155981,CSTE
6.38,6.39,6.12,6.17,6.17,43308,CSTE
6.49,6.5,6.24,6.34,6.34,60673,CSTE
6.5,6.55,6.45,6.49,6.49,49743,CSTE
6.41,6.53,6.36,6.5,6.5,62193,CSTE
