date, open, high, low, close, volume,ticker
2023-05-16 16:00:00,10.1700,10.2100,10.1700,10.2100,587,APMI
2023-05-16 15:00:00,10.1701,10.1701,10.1700,10.1700,400,APMI
2023-05-16 13:00:00,10.1700,10.1863,10.1700,10.1713,700,APMI
2023-05-16 11:00:00,10.1708,10.1856,10.1700,10.1700,1500,APMI
2023-05-15 16:00:00,10.1700,10.1700,10.1700,10.1700,421,APMI
2023-05-15 15:00:00,10.1700,10.1700,10.1700,10.1700,100,APMI
2023-05-15 13:00:00,10.1700,10.1700,10.1700,10.1700,10000,APMI
2023-05-15 11:00:00,10.1700,10.1700,10.1700,10.1700,600,APMI
2023-05-12 16:00:00,10.1700,10.1700,10.1700,10.1700,129,APMI
2023-05-12 11:00:00,10.2350,10.2350,10.1700,10.2350,1300,APMI
2023-05-10 16:00:00,10.1700,10.1700,10.1700,10.1700,7390,APMI
2023-05-09 15:00:00,10.1700,10.1700,10.1700,10.1700,3185,APMI
2023-05-09 14:00:00,10.1850,10.2000,10.1850,10.1850,7300,APMI
2023-05-09 13:00:00,10.1700,10.1700,10.1700,10.1700,200,APMI
2023-05-09 12:00:00,10.1700,10.1700,10.1700,10.1700,200,APMI
2023-05-09 11:00:00,10.1800,10.2000,10.1700,10.1700,1100,APMI
2023-05-09 10:00:00,10.1600,11.1500,10.1600,10.1700,8102,APMI
2023-05-08 16:00:00,10.1600,10.1600,10.1600,10.1600,600,APMI
2023-05-08 14:00:00,10.1800,10.1800,10.1800,10.1800,100,APMI
2023-05-08 12:00:00,10.1900,10.2000,10.1800,10.1800,19895,APMI
2023-05-08 10:00:00,10.1600,10.1600,10.1600,10.1600,102,APMI
2023-05-05 16:00:00,10.1600,10.1600,10.1600,10.1600,200,APMI
2023-05-05 14:00:00,10.1600,10.1600,10.1600,10.1600,550,APMI
2023-05-05 12:00:00,10.1600,10.1600,10.1600,10.1600,4300,APMI
2023-05-05 11:00:00,10.2100,10.4250,10.1600,10.1600,14632,APMI
2023-05-05 10:00:00,10.1600,10.6300,10.1600,10.1624,6400,APMI
2023-05-04 16:00:00,10.1700,10.1700,10.1600,10.1600,340626,APMI
2023-05-04 15:00:00,10.1600,10.1600,10.1600,10.1600,105513,APMI
2023-05-04 14:00:00,10.1600,10.1800,10.1600,10.1600,20587,APMI
2023-05-04 13:00:00,10.1600,10.1600,10.1500,10.1500,200100,APMI
2023-05-04 12:00:00,10.1500,10.1500,10.1500,10.1500,100,APMI
2023-05-04 11:00:00,10.1500,10.1504,10.1500,10.1500,1029,APMI
2023-05-04 10:00:00,10.1500,10.1500,10.1500,10.1500,200,APMI
2023-05-03 16:00:00,10.1500,10.1500,10.1500,10.1500,817,APMI
2023-05-02 16:00:00,10.2000,10.2100,10.1400,10.1400,1429,APMI
2023-05-02 15:00:00,10.2000,10.2000,10.2000,10.2000,2600,APMI
2023-05-02 14:00:00,10.2000,10.2000,10.1800,10.1900,3100,APMI
2023-05-02 13:00:00,10.2000,10.2000,10.2000,10.2000,1000,APMI
2023-05-02 11:00:00,10.2000,10.3200,10.2000,10.2000,4102,APMI
2023-05-02 10:00:00,10.3074,11.1400,10.1500,10.1554,9800,APMI
2023-05-01 16:00:00,10.1650,10.1900,10.1650,10.1851,1200,APMI
2023-05-01 15:00:00,10.1650,10.1900,10.1650,10.1650,800,APMI
2023-05-01 14:00:00,10.2000,10.2000,10.1445,10.1900,6351,APMI
2023-05-01 13:00:00,10.2000,10.2000,10.2000,10.2000,600,APMI
2023-05-01 12:00:00,10.2200,10.2700,10.2000,10.2000,970,APMI
2023-05-01 10:00:00,10.1401,10.6200,10.1400,10.1400,4100,APMI
2023-04-28 16:00:00,10.1900,10.2200,10.1400,10.1400,221248,APMI
2023-04-28 15:00:00,10.1899,10.2200,10.1899,10.1900,1603,APMI
2023-04-28 14:00:00,10.2100,10.2200,10.1800,10.1800,1375,APMI
2023-04-28 13:00:00,10.2300,10.2400,10.2200,10.2200,1000,APMI
2023-04-28 10:00:00,10.8350,10.8350,10.8350,10.8350,200,APMI
2023-04-27 11:00:00,10.1300,10.1633,10.1300,10.1300,1300,APMI
2023-04-27 10:00:00,10.2218,10.3150,10.1300,10.1300,5901,APMI
2023-04-26 16:00:00,10.1300,10.1300,10.1300,10.1300,225,APMI
2023-04-26 15:00:00,10.1300,10.1300,10.1300,10.1300,921,APMI
2023-04-26 10:00:00,10.2300,10.2300,10.1300,10.1300,2100,APMI
2023-04-25 16:00:00,10.1600,10.1600,10.1300,10.1375,12286,APMI
2023-04-25 13:00:00,10.1550,10.1600,10.1500,10.1550,3100,APMI
2023-04-25 12:00:00,10.1500,10.1500,10.1500,10.1500,100,APMI
2023-04-25 11:00:00,10.1600,10.1600,10.1500,10.1600,4000,APMI
2023-04-25 10:00:00,10.1300,11.1300,10.1300,10.4000,3879,APMI
2023-04-24 16:00:00,10.1300,10.1300,10.1200,10.1300,6100,APMI
2023-04-24 13:00:00,10.1501,10.1501,10.1501,10.1501,190,APMI
2023-04-24 12:00:00,10.1300,10.1400,10.1300,10.1400,200,APMI
2023-04-24 11:00:00,10.1400,10.1400,10.1400,10.1400,3200,APMI
2023-04-21 16:00:00,10.1200,10.1200,10.1200,10.1200,2169,APMI
2023-04-21 13:00:00,10.1600,10.2009,10.1300,10.1400,9880,APMI
2023-04-21 12:00:00,10.1600,10.1600,10.1300,10.1600,1502,APMI
2023-04-20 13:00:00,10.2000,10.2000,10.1200,10.1200,1001,APMI
2023-04-20 10:00:00,10.1200,10.1300,10.1200,10.1300,3202,APMI
2023-04-19 11:00:00,10.1200,10.1200,10.1200,10.1200,290500,APMI
2023-04-19 10:00:00,10.1200,10.1200,10.1200,10.1200,130715,APMI
2023-04-18 16:00:00,10.1250,10.1250,10.1200,10.1200,2312,APMI
2023-04-17 10:00:00,10.1200,10.1200,10.1200,10.1200,1002,APMI
2023-04-14 10:00:00,10.1200,10.1200,10.1200,10.1200,300,APMI
2023-04-13 13:00:00,10.1200,10.1200,10.1200,10.1200,200,APMI
2023-04-13 12:00:00,10.1200,10.2200,10.1100,10.1200,77148,APMI
2023-04-12 16:00:00,10.1200,10.1200,10.1200,10.1200,518,APMI
2023-04-12 14:00:00,10.1200,10.1200,10.1200,10.1200,6100,APMI
2023-04-12 11:00:00,10.1100,10.1100,10.1100,10.1100,308,APMI
2023-04-12 10:00:00,10.1100,10.1100,10.1000,10.1100,2078,APMI
2023-04-11 10:00:00,10.1100,10.1100,10.1100,10.1100,600,APMI
2023-04-06 13:00:00,10.1100,10.1100,10.1100,10.1100,207,APMI
2023-04-06 12:00:00,10.1100,10.1100,10.1100,10.1100,200,APMI
2023-04-06 11:00:00,10.1100,10.1100,10.1100,10.1100,400,APMI
2023-04-06 10:00:00,10.1100,10.1100,10.1100,10.1100,400,APMI
2023-04-03 16:00:00,10.1300,10.1500,10.1100,10.1100,2811,APMI
2023-03-29 16:00:00,10.1100,10.1100,10.1100,10.1100,100,APMI
2023-03-29 14:00:00,10.1100,10.1100,10.1100,10.1100,100,APMI
2023-03-29 13:00:00,10.1300,10.1300,10.1200,10.1200,71921,APMI
2023-03-28 10:00:00,10.1000,10.1000,10.1000,10.1000,300,APMI
2023-03-22 17:00:00,10.1200,10.1200,10.1200,10.1200,100,APMI
