1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
10.51,10.54,10.51,10.54,10.54,606,CLRC
10.46,10.46,10.46,10.46,10.46,24,CLRC
10.46,10.46,10.46,10.46,10.46,51,CLRC
10.45,10.74,10.445,10.46,10.46,471790,CLRC
10.43,10.43,10.43,10.43,10.43,1,CLRC
10.43,10.43,10.43,10.43,10.43,5,CLRC
10.41,10.4499,10.41,10.43,10.43,7504,CLRC
11.5,11.5,11.5,11.5,11.5,246,CLRC
10.6899,10.6899,10.6899,10.6899,10.6899,204,CLRC
10.79,10.79,10.41,10.41,10.41,3403,CLRC
10.42,10.44,10.41,10.44,10.44,2809,CLRC
10.9,10.9,10.4,10.42,10.42,3240,CLRC
10.4025,10.4025,10.4,10.4,10.4,4001,CLRC
10.44,10.45,10.42,10.43,10.43,2436,CLRC
10.44,10.44,10.44,10.44,10.44,926,CLRC
10.44,10.44,10.4,10.4,10.4,713,CLRC
10.4,10.4,10.4,10.4,10.4,2,CLRC
10.42,10.42,10.4,10.4,10.4,29308,CLRC
10.41,10.42,10.41,10.42,10.42,713168,CLRC
10.4,10.41,10.4,10.41,10.41,10743,CLRC
10.4,10.4,10.39,10.39,10.39,1048,CLRC
10.38,10.38,10.38,10.38,10.38,295,CLRC
10.38,10.38,10.38,10.38,10.38,8767,CLRC
10.38,10.38,10.38,10.38,10.38,28645,CLRC
10.37,10.37,10.37,10.37,10.37,7345,CLRC
10.37,10.37,10.37,10.37,10.37,9368,CLRC
10.37,10.37,10.37,10.37,10.37,8850,CLRC
10.37,10.37,10.37,10.37,10.37,9252,CLRC
10.37,10.37,10.37,10.37,10.37,10017,CLRC
10.37,10.37,10.35,10.36,10.36,37581,CLRC
10.36,10.365,10.35,10.36,10.36,47951,CLRC
10.36,10.36,10.35,10.36,10.36,10774,CLRC
10.36,10.36,10.35,10.35,10.35,16005,CLRC
10.36,10.36,10.36,10.36,10.36,13252,CLRC
10.35,10.365,10.34,10.35,10.35,33032,CLRC
10.35,10.61,10.34,10.35,10.35,29453,CLRC
10.34,10.34,10.34,10.34,10.34,44170,CLRC
10.34,10.34,10.33,10.34,10.34,15375,CLRC
10.33,10.35,10.33,10.35,10.35,17368,CLRC
10.33,10.35,10.33,10.35,10.35,18448,CLRC
10.34,10.35,10.34,10.34,10.34,287545,CLRC
10.34,10.34,10.34,10.34,10.34,12536,CLRC
10.36,10.36,10.34,10.36,10.36,410688,CLRC
10.35,10.35,10.34,10.34,10.34,14175,CLRC
10.32,10.35,10.32,10.35,10.35,7044,CLRC
10.34,10.34,10.33,10.33,10.33,6708,CLRC
10.34,10.34,10.33,10.33,10.33,6663,CLRC
10.32,10.34,10.32,10.32,10.32,6916,CLRC
10.33,10.33,10.32,10.33,10.33,2826,CLRC
10.32,10.33,10.32,10.32,10.32,1979,CLRC
10.32,10.32,10.32,10.32,10.32,1894,CLRC
10.31,10.31,10.31,10.31,10.31,2150,CLRC
10.3,10.31,10.3,10.31,10.31,4079,CLRC
10.31,10.31,10.31,10.31,10.31,2249,CLRC
10.31,10.31,10.31,10.31,10.31,3017,CLRC
10.3,10.3,10.3,10.3,10.3,2650,CLRC
10.3,10.31,10.3,10.31,10.31,7693,CLRC
10.3,10.3,10.29,10.3,10.3,101707,CLRC
