date, open, high, low, close, adjusted close, volume, dividend amount, split coefficient,ticker
2023-05-09,4.66,5.05,4.66,5.0,5.0,218388,0.0000,1.0,SHIP
2023-05-08,4.6,4.7381,4.5907,4.6,4.6,112320,0.0000,1.0,SHIP
2023-05-05,4.49,4.63,4.49,4.57,4.57,94996,0.0000,1.0,SHIP
2023-05-04,4.61,4.61,4.39,4.46,4.46,219374,0.0000,1.0,SHIP
2023-05-03,4.53,4.66,4.5,4.63,4.63,154243,0.0000,1.0,SHIP
2023-05-02,4.66,4.6813,4.51,4.54,4.54,205985,0.0000,1.0,SHIP
2023-05-01,4.83,4.8743,4.6,4.7,4.7,95281,0.0000,1.0,SHIP
2023-04-28,4.77,4.91,4.77,4.85,4.85,131566,0.0000,1.0,SHIP
2023-04-27,4.8,4.865,4.76,4.78,4.78,110844,0.0000,1.0,SHIP
2023-04-26,4.98,4.98,4.8,4.82,4.82,161733,0.0000,1.0,SHIP
2023-04-25,4.97,5.0284,4.79,4.88,4.88,240030,0.0000,1.0,SHIP
2023-04-24,5.1,5.1,4.992,5.0,5.0,70321,0.0000,1.0,SHIP
2023-04-21,5.16,5.18,5.09,5.16,5.16,87265,0.0000,1.0,SHIP
2023-04-20,5.2,5.32,5.15,5.19,5.19,142996,0.0000,1.0,SHIP
2023-04-19,5.1,5.27,5.1,5.24,5.24,214249,0.0000,1.0,SHIP
2023-04-18,5.02,5.18,4.94,5.17,5.17,206282,0.0000,1.0,SHIP
2023-04-17,4.88,5.07,4.82,5.04,5.04,103406,0.0000,1.0,SHIP
2023-04-14,4.82,4.92,4.82,4.88,4.88,105409,0.0000,1.0,SHIP
2023-04-13,4.86,4.9,4.84,4.86,4.86,108325,0.0000,1.0,SHIP
2023-04-12,4.82,4.9088,4.77,4.86,4.86,181586,0.0000,1.0,SHIP
2023-04-11,4.58,4.9083,4.58,4.84,4.84,505613,0.0000,1.0,SHIP
2023-04-10,4.41,4.63,4.4,4.59,4.59,144356,0.0000,1.0,SHIP
2023-04-06,4.6,4.6389,4.37,4.46,4.46,341892,0.0000,1.0,SHIP
2023-04-05,4.78,4.78,4.52,4.62,4.62,232721,0.0000,1.0,SHIP
2023-04-04,4.83,4.86,4.69,4.74,4.74,212278,0.0000,1.0,SHIP
2023-04-03,5.1,5.1193,4.6899,4.85,4.85,497960,0.0000,1.0,SHIP
2023-03-31,4.98,5.13,4.98,5.06,5.06,180886,0.0000,1.0,SHIP
2023-03-30,5.15,5.1725,4.99,5.02,5.02,207893,0.0250,1.0,SHIP
2023-03-29,5.37,5.4,5.15,5.17,5.14438057482656,315011,0.0000,1.0,SHIP
2023-03-28,5.19,5.49,5.1628,5.37,5.34338949454906,182788,0.0000,1.0,SHIP
2023-03-27,5.55,5.55,5.14,5.22,5.19413280475719,337232,0.0000,1.0,SHIP
2023-03-24,5.4,5.565,5.39,5.55,5.52249752229931,78625,0.0000,1.0,SHIP
2023-03-23,5.34,5.59,5.34,5.44,5.41304261645193,153082,0.0000,1.0,SHIP
2023-03-22,5.47,5.47,5.24,5.32,5.29363726461843,266285,0.0000,1.0,SHIP
2023-03-21,5.58,5.74,5.47,5.48,5.45284440039643,156922,0.0000,1.0,SHIP
2023-03-20,5.52,5.64,5.49,5.58,5.55234886025768,252161,0.0000,1.0,SHIP
2023-03-17,5.62,5.665,5.355,5.47,5.44289395441031,352955,0.0000,1.0,SHIP
2023-03-16,5.5,5.635,5.14,5.62,5.59215064420218,556940,0.0000,1.0,SHIP
2023-03-15,5.56,5.66,5.3914,5.55,5.52249752229931,330984,0.0000,1.0,SHIP
2023-03-14,5.8,6.135,5.31,5.84,5.81106045589693,980033,0.0000,1.0,SHIP
2023-03-13,6.2,6.28,5.96,6.13,6.09962338949455,270576,0.0000,1.0,SHIP
2023-03-10,6.54,6.58,6.275,6.31,6.2787314172448,184729,0.0000,1.0,SHIP
2023-03-09,6.7,6.71,6.33,6.4,6.36828543111992,275518,0.0000,1.0,SHIP
2023-03-08,6.62,6.8634,6.58,6.64,6.60709613478692,299500,0.0000,1.0,SHIP
2023-03-07,6.61,6.7,6.47,6.55,6.51754212091179,180240,0.0000,1.0,SHIP
2023-03-06,6.835,6.9,6.605,6.62,6.58719524281467,236511,0.0000,1.0,SHIP
2023-03-03,6.75,6.92,6.56,6.79,6.75635282457879,240620,0.0000,1.0,SHIP
2023-03-02,6.7,6.8,6.595,6.73,6.69665014866204,201303,0.0000,1.0,SHIP
2023-03-01,6.87,7.08,6.74,6.78,6.74640237859267,299717,0.0000,1.0,SHIP
2023-02-28,6.63,6.94,6.63,6.86,6.82600594648166,406438,0.0000,1.0,SHIP
2023-02-27,6.35,6.73,6.35,6.63,6.59714568880079,418236,0.0000,1.0,SHIP
2023-02-24,5.72,6.36,5.72,6.27,6.2389296333003,568556,0.0000,1.0,SHIP
2023-02-23,5.65,5.8483,5.65,5.78,5.75135777998018,214074,0.0000,1.0,SHIP
2023-02-22,5.4,5.66,5.37,5.57,5.54239841427156,220253,0.0000,1.0,SHIP
2023-02-21,5.25,5.47,5.25,5.38,5.35333994053518,377596,0.0000,1.0,SHIP
