1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
8.6,8.65,8.17,8.44,8.44,413130,ATNM
8.87,8.94,8.6,8.65,8.65,190961,ATNM
8.89,9.0299,8.8,8.8,8.8,155179,ATNM
8.94,9.05,8.7232,8.87,8.87,119298,ATNM
9.03,9.13,8.97,8.97,8.97,194190,ATNM
9.18,9.2,8.9122,9.03,9.03,196849,ATNM
8.89,9.1848,8.81,9.15,9.15,505919,ATNM
8.86,8.92,8.685,8.8,8.8,262115,ATNM
8.8,8.9599,8.68,8.77,8.77,263143,ATNM
9.29,9.299,8.77,8.8,8.8,446378,ATNM
9.36,9.39,8.85,8.9,8.9,506563,ATNM
9.25,9.405,9.18,9.39,9.39,159680,ATNM
8.92,9.36,8.83,9.3,9.3,223632,ATNM
9.18,9.22,8.85,8.9,8.9,176929,ATNM
9.22,9.3799,9.1,9.17,9.17,153065,ATNM
9.25,9.41,9.18,9.3,9.3,131866,ATNM
9.08,9.47,9.075,9.29,9.29,263946,ATNM
9.19,9.28,8.98,9.11,9.11,121863,ATNM
8.86,9.3,8.86,9.17,9.17,184279,ATNM
9.08,9.14,8.73,8.86,8.86,162305,ATNM
9.07,9.25,8.97,9.08,9.08,129839,ATNM
9.08,9.2,8.72,9.19,9.19,149902,ATNM
8.78,9.0,8.62,8.98,8.98,184926,ATNM
8.94,8.94,8.57,8.71,8.71,290043,ATNM
9.47,9.47,8.94,8.96,8.96,303374,ATNM
9.3,9.4,8.97,9.2,9.2,265343,ATNM
9.14,9.48,9.12,9.45,9.45,215817,ATNM
9.2,9.295,8.94,9.15,9.15,154100,ATNM
9.13,9.26,9.0,9.22,9.22,145931,ATNM
9.08,9.3,8.95,9.04,9.04,178264,ATNM
9.31,9.445,8.97,9.08,9.08,136680,ATNM
9.21,9.36,8.75,9.34,9.34,173591,ATNM
9.25,9.4499,9.0,9.2,9.2,137925,ATNM
9.38,9.41,9.0,9.17,9.17,156517,ATNM
9.12,9.56,9.03,9.43,9.43,201047,ATNM
9.26,9.302,8.9,9.15,9.15,179799,ATNM
9.53,9.54,8.9201,9.28,9.28,485210,ATNM
9.23,9.62,9.03,9.56,9.56,195652,ATNM
9.25,9.35,9.0,9.34,9.34,195552,ATNM
9.06,9.63,9.0099,9.59,9.59,305245,ATNM
8.53,9.15,8.5,8.92,8.92,314905,ATNM
9.37,9.37,8.43,8.51,8.51,599080,ATNM
9.59,9.645,9.1206,9.25,9.25,398450,ATNM
9.87,9.99,9.43,9.68,9.68,250661,ATNM
10.2,10.2,9.86,9.94,9.94,186418,ATNM
10.0,10.2,9.87,10.2,10.2,219020,ATNM
10.01,10.3799,9.9218,10.13,10.13,207967,ATNM
10.46,10.46,9.92,10.06,10.06,287106,ATNM
9.67,10.3853,9.5001,10.37,10.37,467027,ATNM
10.07,10.1747,9.495,9.65,9.65,412847,ATNM
9.3,10.15,9.2483,9.88,9.88,534297,ATNM
9.49,9.605,9.07,9.26,9.26,508581,ATNM
9.0,9.96,8.7374,9.72,9.72,1346265,ATNM
11.28,11.35,8.64,8.73,8.73,2757219,ATNM
14.5,14.7,11.16,11.44,11.44,4191317,ATNM
14.45,14.4514,13.62,13.76,13.76,728011,ATNM
13.62,14.26,13.09,14.26,14.26,567919,ATNM
13.79,13.8499,13.09,13.37,13.37,497264,ATNM
13.23,13.65,12.9201,13.42,13.42,518050,ATNM
13.0,13.13,12.5351,13.0,13.0,199896,ATNM
12.14,13.0,12.02,13.0,13.0,328903,ATNM
12.29,12.5399,11.9901,12.14,12.14,247969,ATNM
12.56,12.7,12.22,12.36,12.36,192860,ATNM
12.01,12.88,12.01,12.56,12.56,301800,ATNM
12.3,12.46,11.94,12.08,12.08,257880,ATNM
11.75,12.25,11.75,12.21,12.21,219975,ATNM
11.73,12.1816,11.48,11.93,11.93,309409,ATNM
