1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
6.64,6.86,6.22,6.68,6.68,129258,AKYA
6.97,6.97,6.4,6.44,6.44,88470,AKYA
7.19,7.26,6.81,6.85,6.85,54356,AKYA
7.19,7.97,7.08,7.09,7.09,149529,AKYA
7.12,7.42,7.12,7.22,7.22,39590,AKYA
6.95,7.32,6.87,7.09,7.09,60897,AKYA
6.93,7.14,6.93,6.99,6.99,41566,AKYA
6.8,7.2,6.72,6.96,6.96,233085,AKYA
6.74,6.87,6.63,6.73,6.73,37620,AKYA
6.7,6.88,6.6809,6.72,6.72,57186,AKYA
7.07,7.13,6.7,6.73,6.73,104667,AKYA
7.3,7.36,7.08,7.13,7.13,46037,AKYA
7.13,7.32,7.09,7.3,7.3,73377,AKYA
7.3,7.34,7.12,7.15,7.15,35485,AKYA
7.37,7.43,7.17,7.41,7.41,54952,AKYA
7.67,7.67,7.22,7.43,7.43,67730,AKYA
7.23,7.88,7.13,7.5,7.5,96741,AKYA
7.21,7.4398,6.94,7.04,7.04,72642,AKYA
6.81,7.32,6.63,7.2,7.2,89906,AKYA
7.45,7.45,6.74,6.78,6.78,145887,AKYA
7.36,7.4083,7.1,7.25,7.25,73758,AKYA
7.09,7.37,7.09,7.26,7.26,82125,AKYA
7.48,7.48,7.04,7.13,7.13,504910,AKYA
7.72,7.72,7.35,7.45,7.45,70950,AKYA
8.13,8.165,7.735,7.92,7.92,70948,AKYA
8.12,8.29,7.9,8.0,8.0,31595,AKYA
8.25,8.45,8.14,8.18,8.18,75444,AKYA
8.39,8.39,7.96,8.13,8.13,84342,AKYA
8.32,8.53,8.05,8.35,8.35,68801,AKYA
8.1,8.265,8.045,8.12,8.12,68584,AKYA
8.05,8.25,7.81,8.16,8.16,65412,AKYA
7.57,7.9,7.53,7.88,7.88,94587,AKYA
8.01,8.18,7.65,7.69,7.69,83527,AKYA
8.2502,8.357,7.91,7.93,7.93,77661,AKYA
7.75,8.455,7.75,8.26,8.26,196591,AKYA
