date, open, high, low, close, adjusted close, volume, dividend amount, split coefficient,ticker
2023-05-09,10.51,10.54,10.51,10.54,10.54,606,0.0000,1.0,CLRC
2023-05-08,10.46,10.46,10.46,10.46,10.46,24,0.0000,1.0,CLRC
2023-05-05,10.46,10.46,10.46,10.46,10.46,51,0.0000,1.0,CLRC
2023-05-04,10.45,10.74,10.445,10.46,10.46,471790,0.0000,1.0,CLRC
2023-05-03,10.43,10.43,10.43,10.43,10.43,1,0.0000,1.0,CLRC
2023-05-02,10.43,10.43,10.43,10.43,10.43,5,0.0000,1.0,CLRC
2023-05-01,10.41,10.4499,10.41,10.43,10.43,7504,0.0000,1.0,CLRC
2023-04-28,11.5,11.5,11.5,11.5,11.5,246,0.0000,1.0,CLRC
2023-04-27,10.6899,10.6899,10.6899,10.6899,10.6899,204,0.0000,1.0,CLRC
2023-04-26,10.79,10.79,10.41,10.41,10.41,3403,0.0000,1.0,CLRC
2023-04-25,10.42,10.44,10.41,10.44,10.44,2809,0.0000,1.0,CLRC
2023-04-24,10.9,10.9,10.4,10.42,10.42,3240,0.0000,1.0,CLRC
2023-04-21,10.4025,10.4025,10.4,10.4,10.4,4001,0.0000,1.0,CLRC
2023-04-20,10.44,10.45,10.42,10.43,10.43,2436,0.0000,1.0,CLRC
2023-04-19,10.44,10.44,10.44,10.44,10.44,926,0.0000,1.0,CLRC
2023-04-18,10.44,10.44,10.4,10.4,10.4,713,0.0000,1.0,CLRC
2023-04-17,10.4,10.4,10.4,10.4,10.4,2,0.0000,1.0,CLRC
2023-04-14,10.42,10.42,10.4,10.4,10.4,29308,0.0000,1.0,CLRC
2023-04-13,10.41,10.42,10.41,10.42,10.42,713168,0.0000,1.0,CLRC
2023-04-12,10.4,10.41,10.4,10.41,10.41,10743,0.0000,1.0,CLRC
2023-04-11,10.4,10.4,10.39,10.39,10.39,1048,0.0000,1.0,CLRC
2023-04-10,10.38,10.38,10.38,10.38,10.38,295,0.0000,1.0,CLRC
2023-04-06,10.38,10.38,10.38,10.38,10.38,8767,0.0000,1.0,CLRC
