1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
10.32,10.3206,10.315,10.32,10.32,28115,FLAG
10.3,10.31,10.3,10.31,10.31,7933,FLAG
10.295,10.3,10.295,10.3,10.3,520,FLAG
10.28,10.3,10.28,10.29,10.29,213222,FLAG
10.28,10.28,10.28,10.28,10.28,61659,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,93,FLAG
10.27,10.27,10.27,10.27,10.27,439,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,100,FLAG
10.27,10.27,10.27,10.27,10.27,1,FLAG
10.27,10.27,10.27,10.27,10.27,3,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,1,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,0,FLAG
10.27,10.27,10.27,10.27,10.27,600,FLAG
10.27,10.27,10.27,10.27,10.27,1189,FLAG
10.27,10.27,10.27,10.27,10.27,1403,FLAG
10.27,10.27,10.27,10.27,10.27,1000,FLAG
10.25,10.25,10.25,10.25,10.25,1020,FLAG
10.26,10.26,10.26,10.26,10.26,1000,FLAG
10.26,10.26,10.26,10.26,10.26,1014,FLAG
10.26,10.26,10.26,10.26,10.26,3008,FLAG
10.26,10.26,10.26,10.26,10.26,2100,FLAG
10.21,10.21,10.21,10.21,10.21,21699,FLAG
10.21,10.21,10.21,10.21,10.21,50,FLAG
10.21,10.21,10.21,10.21,10.21,322,FLAG
10.21,10.21,10.2,10.2,10.2,3001,FLAG
10.26,10.26,10.16,10.16,10.16,244,FLAG
10.26,10.26,10.26,10.26,10.26,1,FLAG
10.26,10.26,10.26,10.26,10.26,0,FLAG
10.26,10.26,10.26,10.26,10.26,1,FLAG
10.26,10.26,10.26,10.26,10.26,0,FLAG
10.26,10.26,10.26,10.26,10.26,0,FLAG
10.26,10.26,10.26,10.26,10.26,0,FLAG
10.26,10.27,10.26,10.26,10.26,76731,FLAG
10.26,10.26,10.26,10.26,10.26,10,FLAG
10.26,10.26,10.26,10.26,10.26,40,FLAG
10.26,10.26,10.26,10.26,10.26,5,FLAG
10.26,10.26,10.26,10.26,10.26,4,FLAG
10.26,10.26,10.26,10.26,10.26,22693,FLAG
10.26,10.26,10.26,10.26,10.26,5040,FLAG
10.25,10.25,10.25,10.25,10.25,27,FLAG
10.25,10.25,10.25,10.25,10.25,0,FLAG
10.25,10.25,10.25,10.25,10.25,1,FLAG
10.25,10.25,10.25,10.25,10.25,0,FLAG
10.25,10.25,10.25,10.25,10.25,33,FLAG
10.25,10.25,10.25,10.25,10.25,5642,FLAG
10.25,10.25,10.25,10.25,10.25,0,FLAG
10.25,10.25,10.25,10.25,10.25,4484,FLAG
10.23,10.25,10.23,10.25,10.25,12950,FLAG
10.23,10.23,10.22,10.22,10.22,10537,FLAG
10.26,10.26,10.23,10.23,10.23,10118,FLAG
10.21,10.21,10.21,10.21,10.21,0,FLAG
10.21,10.21,10.21,10.21,10.21,0,FLAG
10.21,10.21,10.21,10.21,10.21,1,FLAG
10.21,10.21,10.21,10.21,10.21,2,FLAG
10.21,10.215,10.21,10.21,10.21,9580,FLAG
10.21,10.25,10.21,10.23,10.23,6715,FLAG
10.26,10.26,10.26,10.26,10.26,115,FLAG
10.2499,10.25,10.2499,10.25,10.25,903,FLAG
10.21,10.21,10.21,10.21,10.21,0,FLAG
10.21,10.21,10.21,10.21,10.21,201,FLAG
10.2,10.2,10.2,10.2,10.2,13801,FLAG
10.2,10.2,10.2,10.2,10.2,12963,FLAG
10.205,10.205,10.2,10.2,10.2,10107,FLAG
10.2,10.2,10.2,10.2,10.2,146,FLAG
10.21,10.24,10.21,10.24,10.24,8814,FLAG
10.215,10.215,10.215,10.215,10.215,19689,FLAG
10.2,10.2,10.2,10.2,10.2,9,FLAG
10.2,10.2,10.2,10.2,10.2,0,FLAG
10.2,10.2,10.19,10.2,10.2,38896,FLAG
10.21,10.21,10.21,10.21,10.21,90,FLAG
10.21,10.21,10.21,10.21,10.21,2206,FLAG
10.17,10.17,10.17,10.17,10.17,54963,FLAG
10.12,10.2,10.12,10.16,10.16,673450,FLAG
10.12,10.14,10.12,10.14,10.14,3139,FLAG
10.12,10.12,10.12,10.12,10.12,0,FLAG
10.12,10.12,10.12,10.12,10.12,603,FLAG
10.11,10.11,10.11,10.11,10.11,125,FLAG
10.1,10.17,10.1,10.17,10.17,30439,FLAG
10.05,10.05,10.05,10.05,10.05,0,FLAG
10.05,10.05,10.05,10.05,10.05,0,FLAG
10.08,10.08,10.045,10.05,10.05,16728,FLAG
10.0025,10.0025,10.0025,10.0025,10.0025,6,FLAG
10.05,10.05,10.0025,10.0025,10.0025,500,FLAG
10.0,10.0,10.0,10.0,10.0,102,FLAG
10.11,10.11,10.11,10.11,10.11,43,FLAG
10.11,10.11,10.11,10.11,10.11,42,FLAG
10.11,10.11,10.11,10.11,10.11,5,FLAG
10.155,10.1635,10.11,10.11,10.11,2323,FLAG
10.105,10.1499,10.1,10.1499,10.1499,27820,FLAG
