date,open,high,low,close,adjusted close,volume,dividend amount,split coefficient,ticker,vwap,rsi,spikes
2004-10-18,23.99,24.22,23.55,24.15,229.493138662744,446400,0.0,1.0,JAKK,15.31916078498717,73.53681370941652,28.389154704944186
2000-09-18,17.5,17.75,16.13,16.25,154.420848996671,460500,0.0,1.0,JAKK,11.931024536737931,87.04164268522095,32.65306122448979
1999-11-04,38.78,41.0,38.63,40.0,253.408572712485,153067,0.0,1.0,JAKK,26.38648664947927,80.48077569686663,67.50418760469013
2021-12-10,30.96,32.19,30.12,31.08,31.08,335556,0.0,1.0,ALXO,24.05958931529178,78.51456569680022,31.918505942275033
2021-11-08,51.85,55.17,51.01,52.12,52.12,198174,0.0,1.0,ALXO,40.53555462094667,77.59311719602889,27.339359882726598
2020-12-10,80.7,117.45,80.02,112.26,112.26,1041901,0.0,1.0,ALXO,90.18418514626525,70.35965370211606,39.626865671641795
2023-05-03,6.3,6.48,6.29,6.42,6.42,45415,0.0,1.0,IVAC,,,27.634194831013904
2018-04-30,6.4,6.65,6.3748,6.55,6.55,281358,0.0,1.0,IVAC,4.871945740755074,82.12362035460474,37.17277486910993
2008-11-28,4.52,4.99,4.24,4.94,4.94,102500,0.0,1.0,IVAC,4.632242406962382,54.52842594894258,25.699745547073793
2004-07-12,7.62,7.76,7.28,7.35,7.35,99500,0.0,1.0,IVAC,4.917501739312516,86.41428348841778,76.25899280575538
2002-07-24,3.616,3.99,3.02,3.969,3.969,6000,0.0,1.0,IVAC,3.90210892018779,50.95091976385473,27.62057877813504
2000-12-19,4.313,4.313,4.0,4.188,4.188,4700,0.0,1.0,IVAC,3.3898355697550566,55.03982984964956,28.86153846153845
2000-06-15,4.125,4.125,4.125,4.125,4.125,100,0.0,1.0,IVAC,3.4965923000987145,54.814201878955124,34.6718903036239
2000-02-04,7.719,8.5,7.375,8.0,8.0,107500,0.0,1.0,IVAC,6.923298034934496,68.23047374999359,25.49019607843137
2020-11-06,6.33,6.7155,5.98,6.0,6.0,67702,0.0,0.25,OCUP,5.19744327162749,52.343139653763195,59.5744680851064
2019-08-06,4.95,5.0,4.87,4.93,19.72,6341,0.0,1.0,OCUP,2.865475505742816,86.17022776727522,89.61538461538461
2019-04-10,0.6,0.6,0.57,0.58,27.84,535358,0.0,1.0,OCUP,5.830253686220619,17.054090115759493,26.08695652173911
2019-01-22,1.15,1.15,0.95,1.01,48.48,1065028,0.0,1.0,OCUP,0.6248513772216238,74.64040171031152,62.90322580645162
2018-10-16,1.66,1.81,1.66,1.67,80.16,192569,0.0,1.0,OCUP,1.1707050069444354,82.32853003492856,41.52542372881356
2017-10-12,3.12,3.12,2.82,2.84,136.32,657655,0.0,1.0,OCUP,2.0450209182190524,78.51604271480471,30.87557603686635
2017-04-12,0.5999,0.62,0.56,0.616,295.68,7321191,0.0,1.0,OCUP,0.45294469467681225,30.47266322064513,35.38461538461537
2014-01-13,1.46,1.85,1.41,1.6,768.0,79402500,0.0,1.0,OCUP,1.234891461908637,72.21766983749488,37.93103448275863
2012-11-28,0.46,0.5,0.4527,0.472,226.56,531500,0.0,1.0,OCUP,0.32638594755536793,79.82192880326286,47.04049844236759
2012-07-09,0.7395,0.81,0.655,0.75,360.0,2065700,0.0,1.0,OCUP,0.5902763321003833,71.31751515643312,44.927536231884076
2011-11-03,1.03,1.06,1.01,1.02,489.6,128800,0.0,1.0,OCUP,0.6125760483744771,85.98055447715656,50.1103752759382
2011-03-25,1.37,1.47,1.37,1.41,676.8,854700,0.0,1.0,OCUP,1.1888990405249087,67.50753273018991,31.77570093457942
2010-04-12,3.1,3.68,3.0,3.65,1752.0,9249700,0.0,1.0,OCUP,2.4912913274702544,69.55475095045026,107.38636363636363
2009-03-19,0.75,0.78,0.7,0.7,336.0,67600,0.0,1.0,OCUP,0.6752094522018279,49.20935497753374,29.629629629629605
2009-03-04,0.52,0.73,0.52,0.69,331.2,41900,0.0,1.0,OCUP,0.6134472098505909,52.10619990471293,46.808510638297875
2008-11-19,1.03,1.03,0.88,0.91,436.8,13200,0.0,1.0,OCUP,0.8699935253970063,51.67225827915272,30.000000000000004
2008-11-04,1.1,1.3,0.98,1.3,624.0,24500,0.0,1.0,OCUP,0.9544314207649035,63.87972351297062,36.8421052631579
2008-10-14,1.21,1.27,1.07,1.14,547.2,39642,0.0,1.0,OCUP,0.9813612358263498,54.925923707187266,37.34939759036144
2008-10-08,1.05,1.3,1.0,1.22,585.6,70800,0.0,1.0,OCUP,1.0467321899344488,55.35043704118398,34.06593406593406
2008-09-08,1.0,1.0,0.83,0.9,432.0,78400,0.0,1.0,OCUP,0.9908333085353925,48.31262080630377,38.46153846153846
2008-07-30,1.99,1.99,1.78,1.8,864.0,77700,0.0,1.0,OCUP,1.4906991039084283,75.03725929011506,27.65957446808511
2008-07-03,2.5,2.5,2.0,2.14,1027.2,73300,0.0,1.0,OCUP,1.4096721471340286,64.68780253006568,91.07142857142856
2008-06-19,3.74,3.79,3.65,3.77,1809.6,12300,0.0,1.0,OCUP,2.996013825016294,66.71168316044536,25.66666666666666
2008-06-06,4.48,4.48,3.4,3.9,1872.0,19900,0.0,1.0,OCUP,3.3606905055485274,63.37457056005557,37.323943661971825
2007-11-16,1.6,1.6,1.6,1.6,768.0,0,0.0,1.0,OCUP,1.3939571150063699,49.68782405747749,33.33333333333335
2007-11-06,1.62,1.62,1.62,1.62,777.6,0,0.0,1.0,OCUP,1.3067265469044587,50.66421412101291,40.86956521739133
2007-10-17,1.45,1.45,1.45,1.45,696.0,0,0.0,1.0,OCUP,1.2697171717165885,49.47480680332565,26.086956521739136
2007-09-24,1.45,1.45,1.45,1.45,696.0,0,0.0,1.0,OCUP,1.3430439814794766,53.09825914926178,26.086956521739136
2006-12-07,1.75,1.75,1.75,1.75,840.0,0,0.0,1.0,OCUP,1.1644380952347957,71.3004968889075,39.99999999999999
2006-11-27,2.0,2.0,2.0,2.0,960.0,0,0.0,1.0,OCUP,1.3584516128995008,67.51720598896569,42.85714285714286
2006-11-20,1.8,1.8,1.8,1.8,864.0,0,0.0,1.0,OCUP,1.592533333327559,55.940397217798726,28.57142857142858
2006-10-17,2.75,3.05,2.5,3.05,1464.0,23900,0.0,1.0,OCUP,2.5046220772149366,72.22747108595613,27.083333333333325
2006-10-04,2.75,3.05,2.65,3.05,1464.0,29300,0.0,1.0,OCUP,2.65782218091644,65.75003335463171,35.55555555555554
2006-09-27,3.0,3.0,3.0,3.0,1440.0,0,0.0,1.0,OCUP,2.6708047553718646,60.156855973945376,33.33333333333333
2006-09-22,5.0,5.0,5.0,5.0,2400.0,0,0.0,1.0,OCUP,2.692898745518937,77.94449916183396,66.66666666666667
2006-08-23,3.75,3.75,3.75,3.75,1800.0,0,0.0,1.0,OCUP,3.2283950617070087,45.95911044071556,36.36363636363635
2006-06-26,2.0,2.0,2.0,2.0,960.0,0,0.0,1.0,OCUP,1.637499999855645,46.85370040250891,73.91304347826089
2006-05-23,2.0,2.0,2.0,2.0,960.0,0,0.0,1.0,OCUP,1.4803921568457623,60.15746449849417,33.33333333333333
2006-04-24,2.0,2.0,2.0,2.0,960.0,1600,0.0,1.0,OCUP,1.7208661417277369,61.514679308675554,66.66666666666667
2006-03-20,2.2,2.2,2.2,2.2,1056.0,1500,0.0,1.0,OCUP,1.5490986394548003,75.05758911500759,29.41176470588236
2005-11-30,1.5,2.5,1.5,2.5,1200.0,1600,0.0,1.0,OCUP,2.039379084961659,90.4147586114998,25.0
2005-11-28,2.25,2.25,2.25,2.25,1080.0,0,0.0,1.0,OCUP,1.9479797979762978,57.32551867808604,25.0
2005-08-25,4.55,4.6,4.55,4.6,2208.0,1000,0.0,1.0,OCUP,3.368733850124722,99.25541126076128,27.777777777777768
2005-07-13,3.25,3.25,3.25,3.25,1560.0,0,0.0,1.0,OCUP,3.833333333307084,47.22179657277652,30.000000000000004
2022-08-09,5.63,5.94,5.36,5.61,5.61,133097,0.0,1.0,OLMA,4.3018830173043,71.6955661021761,36.496350364963504
2021-11-29,21.47,25.7,19.83,21.8875,21.8875,2874871,0.0,1.0,OLMA,11.239287416909276,84.03797789493353,150.14285714285714
2020-03-11,2.69,2.72,2.42,2.5,2.38625915075848,138757,0.0,1.0,III,2.1771957613862285,54.00525107639672,54.32098765432099
2020-03-13,5.18,5.4143,4.6251,5.12,5.12,419405,0.0,1.0,VRA,4.141085444035894,59.59784263807721,28.967254408060448
2021-03-03,15.77,18.15,12.6,13.47,13.47,59212045,0.0,1.0,ZVRA,12.369142751362014,65.39205378851074,39.87538940809969
2021-01-07,9.02,10.1,8.15,8.25,8.25,139316,0.0,1.0,ZVRA,6.453393830826714,57.61751297501344,47.321428571428584
2020-12-23,1.14,1.14,0.97,0.997075,15.9532,404286,0.0,1.0,ZVRA,4.565776906768662,32.87270896395745,38.4826388888889
2020-05-19,0.268,0.305,0.24,0.265,4.24,26620424,0.0,1.0,ZVRA,0.22463516151153107,62.18603531535225,28.640776699029136
2020-05-12,0.268,0.29,0.26,0.29,4.64,5125053,0.0,1.0,ZVRA,0.229098722955101,63.21851963390762,28.888888888888875
2020-01-10,0.7,0.79,0.68,0.745,11.92,3911336,0.0,1.0,ZVRA,0.4957736008796411,85.98300643605127,30.93145869947278
2018-10-04,4.26,4.418,4.139,4.18,66.88,54343,0.0,1.0,ZVRA,2.635005277467252,84.11599768577668,57.14285714285712
2016-06-13,6.75,6.7511,6.1,6.29,100.64,212371,0.0,1.0,ZVRA,4.566772986364755,76.21138854948269,32.70042194092826
2016-05-05,15.67,15.67,15.67,15.67,250.72,43754,0.0,1.0,ZVRA,7.168228652527736,87.46591592091079,126.77279305354557
2016-02-05,14.75,15.0,14.32,14.35,229.6,59993,0.0,1.0,ZVRA,14.333085082554202,49.407846037151046,25.0
2022-11-08,7.22,7.24,6.89,6.94,6.94,315485,0.0,1.0,AGS,5.473707847768814,70.10482485443391,27.10622710622712
2022-09-07,7.29,7.72,7.2601,7.61,7.61,102252,0.0,1.0,AGS,5.989026999839572,67.41097212578737,25.370675453047788
2020-03-31,2.77,2.97,2.61,2.65,2.65,332888,0.0,1.0,AGS,2.5116875112888337,48.120442630571475,51.42857142857142
2020-03-17,2.83,2.91,1.72,1.79,1.79,986823,0.0,1.0,AGS,1.8953524400447581,43.19513028627044,70.47619047619047
2020-03-16,3.5,3.56,2.82,2.83,2.83,665503,0.0,1.0,AGS,1.9938255845042727,53.08917103762052,58.10055865921788
2020-03-13,4.14,4.33,3.63,4.03,4.03,488077,0.0,1.0,AGS,2.1034417466553412,61.4357041832749,42.402826855123685
2020-03-11,5.6,5.64,5.04,5.14,5.14,649795,0.0,1.0,AGS,2.3576845674674844,66.90418357436452,33.160621761658035
2019-08-07,17.97,18.08,17.29,17.3,17.3,220382,0.0,1.0,AGS,9.375386371719943,75.90572337820883,108.18291215403129
2021-11-12,18.81,19.37,18.81,19.13,19.13,171457,0.0,1.0,URGN,13.292073192124045,87.63735142238707,29.78290366350067
2020-03-13,19.5,19.96,16.655,18.79,18.79,241223,0.0,1.0,URGN,16.259450807806303,51.20195519903437,28.522571819425437
2020-03-11,27.13,27.52,23.73,23.86,23.86,321345,0.0,1.0,URGN,17.194060364384672,63.596819972577585,29.042725797728508
2022-10-19,31.36,31.9635,29.99,30.82,30.6336886817472,34787,0.0,1.0,INBK,24.871720556647595,69.68807506308875,25.437525437525444
2013-06-21,29.19,30.2,29.19,30.2,18.2528250973981,23467,0.0,1.0,INBK,22.98868658612027,71.0776705222939,52.52525252525251
2010-09-27,12.5,12.5,12.5,12.5,7.44232914330761,0,0.0,1.0,INBK,11.174122920437894,57.1221869985542,31.578947368421062
2010-05-04,10.05,10.05,9.5,9.5,5.65617014891379,1867,0.0,1.0,INBK,9.336078566417958,50.24232113015437,31.034482758620683
2009-11-27,6.5,6.5,6.5,6.5,3.87001115451996,600,0.0,1.0,INBK,5.273020808031738,69.97788720176263,29.740518962075857
2023-05-02,13.95,14.99,12.2515,13.28,13.28,1496366,0.0,1.0,CXAI,,,28.932038834951435
2023-04-25,8.64,13.6599,8.05,12.5,12.5,53624334,0.0,1.0,CXAI,,,34.8435814455232
2023-04-21,10.5,10.95,8.0,8.07,8.07,1392151,0.0,1.0,CXAI,,,28.298887122416527
2023-04-20,11.2,12.45,10.42,10.77,10.77,3975954,0.0,1.0,CXAI,11.558861955331526,52.66531633750294,33.45724907063197
2023-03-17,3.59,3.7,2.575,2.68,2.68,401482,0.0,1.0,CXAI,2.0042175198925873,42.41745565472742,37.43589743589744
2023-03-16,4.25,5.51,3.77,4.07,4.07,1362486,0.0,1.0,CXAI,2.28799750763454,50.14802255984408,51.86567164179105
2023-03-14,9.1,10.98,9.0,9.94,9.94,82359,0.0,1.0,CXAI,2.502687567748906,69.91951423865876,142.4390243902439
2023-03-14,9.51,9.51,8.84,9.26,9.26,261209,0.0,1.0,APEI,4.784462022667486,79.79799686237462,103.0701754385965
2022-08-09,15.79,15.79,15.42,15.66,15.66,28442,0.0,1.0,APEI,11.924287426502191,81.33978246720653,25.581395348837212
2022-05-10,18.31,18.335,17.4901,17.77,17.77,47775,0.0,1.0,APEI,14.015633037419333,75.14096527665434,29.236363636363638
2019-08-06,32.15,33.77,32.15,33.63,33.63,85297,0.0,1.0,APEI,26.97560477023041,81.35924059926032,30.247869868319132
2018-08-08,43.3,43.85,42.9,43.45,43.45,76956,0.0,1.0,APEI,35.464965955891756,82.1918639887882,27.139722019019775
2016-11-07,19.95,20.85,19.7,20.1,20.1,200138,0.0,1.0,APEI,20.890256553406868,42.83948142118347,35.35353535353536
2016-08-09,29.91,30.0,28.665,28.8,28.8,162836,0.0,1.0,APEI,23.288768198829572,87.6815635766132,25.435540069686404
2015-05-11,27.89,28.3,27.65,27.75,27.75,140900,0.0,1.0,APEI,23.65450200461513,70.32707669242143,25.50881953867028
2014-02-27,45.04,46.44,44.15,46.25,46.25,96800,0.0,1.0,APEI,36.39667001889208,80.60053962791903,30.57594579333709
2010-08-05,44.41,44.48,42.16,42.67,42.67,967400,0.0,1.0,APEI,29.025586851765137,88.50360608069639,47.34116022099448
2019-07-31,16.22,16.97,16.09,16.6,15.2606965774225,272419,0.0,1.0,GHL,14.327234596430163,62.84430907959103,28.08641975308641
2021-12-08,10.94,10.97,10.1,10.61,10.61,428952,0.0,1.0,XAIR,9.258191037911741,64.15848587498269,25.710900473933652
2021-12-03,14.24,14.27,12.83,13.52,13.52,439152,0.0,1.0,XAIR,9.869553386554061,74.9715541670744,30.50193050193051
2020-03-11,5.95,6.1744,4.8,5.32,5.32,1145141,0.0,1.0,XAIR,6.285833882760132,40.717415766742306,35.0253807106599
2020-03-05,10.89,12.0,7.26,9.31,9.31,3282184,0.0,1.0,XAIR,6.903608900330765,62.80310667558243,25.64102564102564
2018-03-13,3.65,3.65,3.5,3.6,3.6,5007,0.0,1.0,XAIR,2.999763973461583,69.00446911153448,28.11387900355873
2021-12-13,13.76,14.79,13.48,13.9,13.9,213742,0.0,1.0,GBIO,6.910287511877735,79.9256559400333,132.0534223706177
2020-12-08,48.23,50.0,45.06,48.85,48.85,104151,0.0,1.0,GBIO,34.95295353674551,76.55094969755987,25.031993857179422
2022-06-09,12.61,12.69,12.16,12.32,11.9894986529415,128867,0.0,1.0,CMTL,9.580114641975989,71.57076981583815,27.141382868937058
2020-03-17,17.48,17.49,16.31,16.62,15.4276265506313,351168,0.0,1.0,CMTL,13.957776337393591,56.32255317413361,29.641185647425907
2010-07-21,31.3,31.3,31.3,31.3,20.7005178208068,7811900,0.0,1.0,CMTL,26.312916917091663,81.24984534424996,49.118627918056234
2009-03-10,35.45,35.45,35.45,35.45,23.445155167655,6501000,0.0,1.0,CMTL,26.758220725651217,75.30796201641196,67.61229314420807
2005-04-04,51.51,51.77,49.28,51.5,22.7066496445131,734667,0.0,1.0,CMTL,34.30168776569413,81.30169778667704,49.14567043150883
2003-07-14,34.62,34.75,31.65,32.17,9.50323991791978,608267,0.0,1.0,CMTL,20.459637412772825,83.75888914679612,55.56092843326888
2015-09-23,0.35,0.42,0.29,0.3303,0.3303,128033,0.0,1.0,LINC,0.6023558688758759,27.34489212613336,27.038461538461522
2015-08-28,0.639,0.64,0.5,0.5748,0.5748,207195,0.0,1.0,LINC,0.4386796802278477,53.230982857535686,32.717617178480715
2015-08-26,0.99,0.99,0.8901,0.8901,0.8901,95198,0.0,1.0,LINC,0.4799322818124386,70.24913782228603,43.541364296081284
2011-08-02,17.39,17.76,17.22,17.28,14.3241836616923,217600,0.0,1.0,LINC,11.537062009568242,87.93479698892345,30.316742081447966
2010-08-04,20.74,20.91,20.31,20.62,16.2823212507684,186900,0.0,1.0,LINC,13.412220203054344,85.422270569762,26.50306748466258
2005-07-29,19.79,20.45,18.81,19.85,15.6743005251092,46800,0.0,1.0,LINC,15.59018049674426,82.78896243301264,32.157123834886825
2020-03-11,5.58,5.63,5.3,5.45,5.45,104740,0.0,1.0,MG,4.053466736604569,65.94206075536172,27.634660421545675
2022-08-09,23.75,24.01,21.8,22.25,22.25,491723,0.0,1.0,OPRX,16.39531598941437,74.68490392050303,42.903018625561984
2013-09-18,1.4,1.4,1.38,1.38,1.38,3000,0.0,1.0,OPRX,1.0824906073888545,64.83164557519758,25.45454545454544
2012-05-23,1.37,1.43,1.37,1.43,1.43,3000,0.0,1.0,OPRX,1.1756150061500656,63.02711149908125,27.67857142857142
2012-04-03,0.95,1.07,0.95,1.07,1.07,69600,0.0,1.0,OPRX,0.9703181974544215,50.92383955108718,27.380952380952394
2011-12-16,0.8,1.0,0.8,1.0,1.0,5600,0.0,1.0,OPRX,0.8625371287128741,56.81160450941061,44.927536231884076
2011-12-14,1.0,1.0,1.0,1.0,1.0,5000,0.0,1.0,OPRX,0.8905384087791519,55.39232686168107,25.0
2011-12-07,1.5,2.35,1.01,1.7,1.7,0,0.0,1.0,OPRX,0.8993967758710384,74.50253882875431,68.31683168316832
2011-04-25,0.85,1.02,0.85,1.02,1.02,6100,0.0,1.0,OPRX,0.9360101010101058,51.13269906878062,27.499999999999993
2011-04-08,0.95,0.95,0.95,0.95,0.95,0,0.0,1.0,OPRX,0.848520900321547,52.96010372457507,46.153846153846146
2011-03-17,1.03,1.03,1.03,1.03,1.03,0,0.0,1.0,OPRX,0.7957723577235841,64.20709128589445,37.33333333333333
2010-12-27,1.09,1.09,1.09,1.09,1.09,0,0.0,1.0,OPRX,1.0155393349553987,53.33529551052371,36.25000000000001
2010-11-09,1.5,2.35,1.01,1.7,1.7,800,0.0,1.0,OPRX,1.0507607607607676,76.18139201333557,68.31683168316832
2010-10-25,1.5,2.35,1.01,1.7,1.7,4300,0.0,1.0,OPRX,1.1635275080906191,64.84267289509228,70.0
2010-10-11,1.49,1.49,1.49,1.49,1.49,500,0.0,1.0,OPRX,1.2159384808537395,58.092111813248,44.66019417475729
2010-09-30,1.46,1.46,1.2,1.46,1.46,3400,0.0,1.0,OPRX,1.1528507596067958,58.2157250015727,46.0
2010-09-01,1.3,1.3,1.3,1.3,1.3,0,0.0,1.0,OPRX,1.2684448818897682,53.73272175750811,28.712871287128717
2010-08-24,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,OPRX,1.1775014392631016,47.63643650097628,33.33333333333333
2010-08-06,1.25,1.4,1.25,1.4,1.4,1000,0.0,1.0,OPRX,1.147765404602826,57.57952608050193,39.99999999999999
2010-07-14,1.7,2.02,1.7,2.02,2.02,700,0.0,1.0,OPRX,1.4107566462167733,72.08696127673815,55.38461538461539
2010-05-05,2.14,2.14,2.14,2.14,2.14,0,0.0,1.0,OPRX,1.8717129629629647,59.75804551490187,42.66666666666667
2010-04-26,1.5,1.89,1.5,1.89,1.89,1200,0.0,1.0,OPRX,1.8757329842931967,51.947316470048456,25.16556291390728
2010-04-08,1.9,1.9,1.9,1.9,1.9,0,0.0,1.0,OPRX,1.8021783625731012,54.3236096927551,40.74074074074072
2010-03-23,1.7,1.7,1.7,1.7,1.7,3100,0.0,1.0,OPRX,1.5039719626168326,50.383497743114646,70.0
2010-03-18,2.0,2.0,2.0,2.0,2.0,0,0.0,1.0,OPRX,1.460806451612912,55.8849247177878,48.14814814814814
2010-02-24,2.35,2.35,1.6,2.33,2.33,21500,0.0,1.0,OPRX,1.9950847457627165,60.419884863690136,33.14285714285714
2010-02-10,2.34,2.34,2.34,2.34,2.34,0,0.0,1.0,OPRX,2.062599277978347,56.95630205380466,55.999999999999986
2010-02-04,2.33,2.33,2.33,2.33,2.33,0,0.0,1.0,OPRX,2.091630591630601,54.11817518017287,130.69306930693068
2010-01-20,2.35,2.5,2.35,2.5,2.5,2000,0.0,1.0,OPRX,2.177777777777838,57.98820546767641,38.12154696132597
2009-11-30,2.7,2.7,2.7,2.7,2.7,0,0.0,1.0,OPRX,2.163492063492098,72.37098616505119,25.581395348837233
2009-11-16,3.49,3.49,3.49,3.49,3.49,0,0.0,1.0,OPRX,2.1321875000000343,77.17187618154287,70.24390243902441
2009-11-02,3.0,3.75,2.25,3.65,3.65,3500,0.0,1.0,OPRX,2.7294252873563467,64.01726880687528,82.5
2009-10-09,3.75,3.75,3.75,3.75,3.75,200,0.0,1.0,OPRX,1.667500000000091,71.76039572724001,150.0
2009-09-23,0.46,0.46,0.35,0.35,0.35,12500,0.0,1.0,OPRX,0.417035281727226,37.48299819314219,74.99999999999997
2009-09-22,0.46,0.49,0.46,0.49,0.49,3600,0.0,1.0,OPRX,0.41652691511387274,39.782536055910406,40.000000000000014
2009-09-15,0.95,0.95,0.95,0.95,0.95,0,0.0,1.0,OPRX,0.3885555555555566,48.553611466830894,69.64285714285711
2009-08-27,2.5,2.5,2.5,2.5,2.5,200,0.0,1.0,OPRX,0.8870529327610965,76.36891123577544,147.5247524752475
2009-08-21,2.5,2.5,2.5,2.5,2.5,0,0.0,1.0,OPRX,1.320020449897764,62.55597385144675,127.27272727272725
2009-08-18,3.35,3.35,3.35,3.35,3.35,0,0.0,1.0,OPRX,1.5638237076648958,63.89574141615935,139.26862366973788
2009-07-16,3.0,3.0,3.0,3.0,3.0,0,0.0,1.0,OPRX,2.799500000000027,50.70094233518831,71.42857142857142
2009-06-29,3.75,3.75,3.75,3.75,3.75,0,0.0,1.0,OPRX,2.6851111111112567,61.16372365243732,87.5
2009-06-17,3.5,3.5,3.5,3.5,3.5,0,0.0,1.0,OPRX,2.618055555555738,53.94253202904992,75.0
2009-06-04,4.25,4.25,4.25,4.25,4.25,0,0.0,1.0,OPRX,2.0833333333333615,56.937584114555456,286.3636363636363
2008-03-27,0.005,0.006,0.004,0.006,0.006,200,0.0,1.0,OPRX,0.004190476190777623,1.5455378698949005,50.0
2008-03-14,0.007,0.007,0.006,0.006,0.006,100,0.0,1.0,OPRX,0.004937777777918446,1.910241132465572,33.33333333333335
2008-02-25,0.007,0.007,0.006,0.006,0.006,100,0.0,1.0,OPRX,0.005666666666842503,3.599395563842691,50.0
2008-02-12,0.006,0.006,0.006,0.006,0.006,100,0.0,1.0,OPRX,0.005454545454737276,5.866545416231105,50.0
2007-12-27,0.0075,0.0085,0.007,0.007,0.007,100,0.0,1.0,OPRX,0.006031250000131878,25.84947689684958,39.99999999999999
2007-12-19,0.014,0.014,0.009,0.014,0.014,500,0.0,1.0,OPRX,0.008091666666772168,52.36815322454493,64.70588235294117
2007-12-17,0.013,0.013,0.013,0.013,0.013,100,0.0,1.0,OPRX,0.009108974359055515,50.104473827350986,29.999999999999982
2007-11-28,0.01,0.01,0.004,0.004,0.004,1600,0.0,1.0,OPRX,0.010502824858792826,34.95751105864137,33.33333333333333
2007-11-27,0.01,0.01,0.01,0.01,0.01,1400,0.0,1.0,OPRX,0.010370370370399676,48.628897350062275,150.0
2007-11-23,0.025,0.029,0.02,0.029,0.029,100,0.0,1.0,OPRX,0.011151898734203925,70.91338323932558,141.66666666666666
2007-11-19,0.03,0.03,0.02,0.022,0.022,500,0.0,1.0,OPRX,0.012160784313750313,57.8707081653642,100.0
2007-11-14,0.035,0.038,0.025,0.036,0.036,200,0.0,1.0,OPRX,0.0135056179775518,66.99268383285757,33.33333333333333
2007-10-24,0.05,0.051,0.04,0.05,0.05,100,0.0,1.0,OPRX,0.04450065927365669,61.89010275943047,25.0
2007-09-24,0.12,0.12,0.105,0.105,0.105,30550,0.0,1.0,OPRX,0.07387522597558702,73.7309659903521,49.99999999999998
2007-09-06,0.09,0.13,0.08,0.13,0.13,62891,0.0,1.0,OPRX,0.09051499028657438,71.22074746371062,30.000000000000004
2007-08-30,0.12,0.13,0.1,0.11,0.11,100,0.0,1.0,OPRX,0.08542629865105644,56.88808855299021,37.5
2007-08-10,0.28,0.3,0.24,0.25,0.25,100,0.0,1.0,OPRX,0.16527408649899739,69.655735878727,25.0
2007-08-02,0.34,0.34,0.29,0.33,0.33,89242,0.0,1.0,OPRX,0.2231835955439092,72.31255843121491,37.50000000000002
2007-07-27,0.4,0.45,0.38,0.38,0.38,100,0.0,1.0,OPRX,0.28392610217622505,69.98164834821324,35.7142857142857
2007-05-01,0.45,0.45,0.45,0.45,0.45,0,0.0,1.0,OPRX,,51.56616264085744,25.0
2006-12-28,0.6,0.6,0.44,0.59,0.59,0,0.0,1.0,OPRX,,59.46214922473732,31.11111111111111
2006-12-15,2.2,2.2,2.2,2.2,2.2,0,0.0,1.0,OPRX,0.7222222222229254,90.36522186588456,300.0
2006-06-07,2.15,2.15,2.15,2.15,2.15,0,0.0,1.0,OPRX,1.9533333333354432,51.21580041671685,26.470588235294112
2006-03-06,3.5,3.5,3.1,3.35,3.35,300,0.0,1.0,OPRX,3.0162500000002637,69.89671353340529,34.00000000000001
2006-01-23,0.95,1.05,0.82,0.95,0.95,0,0.0,1.0,OPRX,0.675833333333861,40.38271408077009,89.99999999999999
2005-11-09,2.75,2.75,2.35,2.75,2.75,200,0.0,1.0,OPRX,2.154545454545646,66.24547425677628,44.736842105263165
2005-11-07,4.05,4.25,3.4,4.05,4.05,1200,0.0,1.0,OPRX,3.0529914529915074,78.47984327459017,47.272727272727266
2005-08-16,0.7,0.7,0.7,0.7,0.7,0,0.0,1.0,OPRX,,37.3961718425005,39.99999999999999
2005-05-18,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,OPRX,,56.1413484596417,96.078431372549
2001-05-17,2.0,2.0,2.0,2.0,2.0,0,0.0,1.0,OPRX,,76.04267578609551,100.0
2000-05-16,25.0,25.0,25.0,25.0,25.0,0,0.0,1.0,OPRX,,98.17173564176089,1150.0
2021-11-03,9.35,9.7795,9.25,9.58,9.38574276300667,1355296,0.0,1.0,IMMR,7.054852148003944,82.9054144578264,31.955922865013786
2018-08-02,13.81,14.32,13.76,14.23,13.9414529767834,423816,0.0,1.0,IMMR,11.171408537903233,75.10265004087866,32.00371057513915
2014-07-31,13.64,14.1,13.38,13.65,13.3732138533446,289300,0.0,1.0,IMMR,11.009435998088726,81.36893308599488,30.000000000000004
2009-06-30,4.77,5.09,4.77,4.94,4.83982977549613,169700,0.0,1.0,IMMR,3.8683297848193208,72.82124455327578,30.00000000000003
2009-03-02,3.81,3.91,3.65,3.69,3.61517649222282,330900,0.0,1.0,IMMR,2.876051486546638,61.3343903011001,32.73381294964028
2002-08-21,1.65,1.94,1.59,1.94,1.90066189564018,48000,0.0,1.0,IMMR,1.98008412964877,49.44057495144472,25.161290322580633
2002-07-18,1.91,1.91,1.35,1.82,1.78309518044594,93500,0.0,1.0,IMMR,1.4523694357367003,55.79207937938499,25.517241379310352
2002-06-06,1.83,1.88,1.6,1.66,1.62633956018696,61300,0.0,1.0,IMMR,1.2732834361583305,59.80176753416009,27.692307692307683
2002-02-11,4.21,4.6,4.21,4.5,4.40875181978393,71300,0.0,1.0,IMMR,2.904331592141178,74.79065310024117,25.698324022346377
