1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
21.16,21.21,20.55,20.8,20.8,99684,INTT
20.26,21.65,20.1,21.32,21.32,264707,INTT
19.0,20.29,18.56,20.07,20.07,174660,INTT
19.96,20.0,18.14,19.05,19.05,148609,INTT
19.15,19.9,18.84,19.83,19.83,136272,INTT
19.24,19.58,18.54,19.38,19.38,79227,INTT
19.0,19.57,18.7,19.09,19.09,97130,INTT
18.4,19.0,18.36,19.0,19.0,93991,INTT
20.59,20.65,18.1,18.55,18.55,323918,INTT
20.54,21.49,20.43,20.64,20.64,138931,INTT
20.14,20.7,19.77,20.25,20.25,191068,INTT
21.31,21.455,20.26,20.39,20.39,147190,INTT
21.57,21.83,20.66,21.16,21.16,135792,INTT
21.47,22.155,21.01,21.65,21.65,118895,INTT
22.86,22.86,20.76,21.3,21.3,282319,INTT
21.47,23.2399,21.02,22.71,22.71,697926,INTT
19.99,20.11,19.29,19.85,19.85,174027,INTT
20.0,20.8099,19.98,20.09,20.09,185079,INTT
20.28,20.61,19.92,19.98,19.98,122190,INTT
21.05,21.1771,20.12,20.29,20.29,106121,INTT
20.13,21.55,20.13,20.74,20.74,303494,INTT
20.3,21.08,19.922,20.24,20.24,389037,INTT
18.06,19.3,18.05,18.86,18.86,124684,INTT
19.22,19.33,17.8553,18.32,18.32,187177,INTT
20.6,20.6,18.74,19.22,19.22,239134,INTT
20.9,21.0,20.05,20.74,20.74,208234,INTT
20.34,20.74,20.1,20.74,20.74,118463,INTT
20.17,20.25,19.6,20.23,20.23,151826,INTT
19.26,20.41,19.01,19.56,19.56,218339,INTT
20.22,20.49,19.1,19.19,19.19,171334,INTT
20.31,20.737,19.2594,20.4,20.4,239242,INTT
21.04,21.09,20.13,20.3,20.3,214045,INTT
20.76,21.1,20.0,20.74,20.74,524091,INTT
18.43,21.19,18.25,19.67,19.67,953353,INTT
17.73,18.4,17.7101,18.25,18.25,132227,INTT
17.54,18.42,16.99,17.54,17.54,227368,INTT
16.67,17.7323,16.55,17.24,17.24,165455,INTT
15.64,17.08,15.5,17.05,17.05,108406,INTT
16.58,16.8,15.75,15.84,15.84,70861,INTT
15.54,17.66,15.54,16.7,16.7,232384,INTT
15.7,16.03,14.81,15.36,15.36,121585,INTT
16.46,16.51,15.4,15.98,15.98,91300,INTT
16.2,17.0959,16.1,16.44,16.44,137640,INTT
15.59,16.17,15.18,16.06,16.06,145222,INTT
14.94,15.49,14.8118,15.19,15.19,81743,INTT
14.49,15.58,14.44,15.11,15.11,167486,INTT
15.4,15.49,13.65,14.27,14.27,153707,INTT
14.8,14.82,14.2,14.72,14.72,97570,INTT
14.85,15.1,14.85,14.94,14.94,45346,INTT
14.98,15.12,14.77,14.88,14.88,56592,INTT
15.2,15.21,14.5368,14.74,14.74,31748,INTT
15.0,15.05,14.77,14.87,14.87,37334,INTT
15.29,15.29,14.44,15.02,15.02,49649,INTT
14.6,15.14,14.3,14.98,14.98,60812,INTT
15.07,15.19,14.21,14.22,14.22,48738,INTT
15.98,15.98,15.01,15.06,15.06,75905,INTT
14.26,15.15,13.52,15.15,15.15,82177,INTT
13.99,14.46,13.99,14.29,14.29,18550,INTT
14.05,14.32,13.75,14.15,14.15,29545,INTT
14.4,14.4,13.79,14.11,14.11,56181,INTT
13.49,14.0499,13.08,13.87,13.87,40682,INTT
13.96,14.2492,13.44,13.7,13.7,27332,INTT
14.47,14.6,13.78,14.0,14.0,27764,INTT
13.97,14.48,13.75,14.4,14.4,51414,INTT
13.87,14.09,13.44,13.99,13.99,30556,INTT
13.81,14.37,13.6517,14.07,14.07,27653,INTT
14.25,14.4,13.64,14.15,14.15,33209,INTT
13.05,14.38,12.97,14.22,14.22,82338,INTT
12.88,13.38,12.82,13.0,13.0,25647,INTT
13.4,13.4,12.71,13.03,13.03,36701,INTT
13.77,13.77,13.1616,13.54,13.54,35205,INTT
14.0,14.0,13.43,13.66,13.66,40254,INTT
13.72,14.0,13.351,13.99,13.99,16073,INTT
13.75,13.99,13.5,13.89,13.89,44089,INTT
13.1,14.0,13.04,13.72,13.72,85119,INTT
13.3,13.3,12.9501,13.08,13.08,14948,INTT
13.05,13.32,12.44,13.32,13.32,55741,INTT
13.75,13.83,13.02,13.08,13.08,47898,INTT
14.0,14.0,13.51,13.75,13.75,85543,INTT
13.0,13.98,13.0,13.92,13.92,98112,INTT
12.46,13.1893,12.3038,13.06,13.06,90330,INTT
11.85,12.61,11.815,12.3,12.3,135095,INTT
11.42,12.095,11.42,11.82,11.82,46800,INTT
11.41,11.94,11.35,11.58,11.58,40491,INTT
11.18,11.75,10.91,11.41,11.41,52805,INTT
10.96,11.25,10.59,11.25,11.25,34659,INTT
10.91,10.97,10.7101,10.97,10.97,31184,INTT
10.25,10.97,10.2,10.89,10.89,51160,INTT
10.4,10.4,9.98,10.3,10.3,23565,INTT
10.25,10.48,10.0424,10.43,10.43,16023,INTT
10.02,10.4,10.0,10.3,10.3,11977,INTT
10.45,10.67,9.98,10.06,10.06,33695,INTT
10.06,10.53,10.06,10.53,10.53,9947,INTT
10.52,10.69,9.95,9.98,9.98,12046,INTT
10.23,10.9499,10.04,10.69,10.69,34387,INTT
9.91,10.48,9.7315,10.06,10.06,14737,INTT
10.07,10.37,9.96,10.01,10.01,28130,INTT
10.19,10.39,9.71,10.25,10.25,40745,INTT
10.13,10.45,10.06,10.24,10.24,41205,INTT
10.03,10.46,10.03,10.27,10.27,27774,INTT
