1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
8.61,8.88,8.6,8.81,8.81,80609,ACHV
8.74,8.85,8.48,8.74,8.74,88321,ACHV
8.56,8.72,8.435,8.71,8.71,69217,ACHV
8.67,8.73,8.265,8.47,8.47,118492,ACHV
8.79,8.85,8.4,8.63,8.63,145583,ACHV
8.63,8.82,8.5,8.73,8.73,145142,ACHV
8.59,8.74,8.21,8.59,8.59,127671,ACHV
8.18,8.45,8.1,8.33,8.33,71052,ACHV
8.15,8.4004,8.15,8.29,8.29,83584,ACHV
7.93,8.49,7.93,8.14,8.14,125904,ACHV
8.11,8.12,7.8738,8.02,8.02,73222,ACHV
7.94,8.25,7.712,8.08,8.08,166496,ACHV
6.94,8.19,6.7,8.05,8.05,492334,ACHV
7.32,7.4,5.92,6.8,6.8,336309,ACHV
7.46,7.46,7.01,7.01,7.01,63202,ACHV
7.77,7.8,7.15,7.38,7.38,126671,ACHV
7.31,7.8,7.2,7.8,7.8,119644,ACHV
6.98,7.5,6.83,7.25,7.25,304249,ACHV
6.9,7.07,6.85,6.98,6.98,29378,ACHV
6.84,6.99,6.68,6.82,6.82,44829,ACHV
7.08,7.1,6.78,6.79,6.79,66332,ACHV
7.06,7.28,6.62,7.1,7.1,143952,ACHV
6.76,7.09,6.62,7.06,7.06,136545,ACHV
6.8,6.94,6.61,6.71,6.71,74099,ACHV
7.1,7.3,6.58,6.75,6.75,189336,ACHV
6.82,7.2,6.76,7.2,7.2,173673,ACHV
6.37,6.86,5.51,6.8,6.8,244651,ACHV
6.05,7.15,6.05,6.32,6.32,732041,ACHV
5.6,6.05,5.0807,5.97,5.97,233237,ACHV
5.13,5.66,5.13,5.55,5.55,112814,ACHV
5.0,5.2,4.9639,5.13,5.13,93817,ACHV
4.61,5.0,4.52,4.92,4.92,71370,ACHV
4.67,4.75,4.62,4.71,4.71,36800,ACHV
4.44,4.7,4.44,4.7,4.7,35231,ACHV
4.53,4.7,4.38,4.38,4.38,119857,ACHV
4.4,4.47,4.28,4.38,4.38,62118,ACHV
4.54,4.7,4.27,4.35,4.35,249203,ACHV
4.45,4.66,4.38,4.44,4.44,55162,ACHV
4.57,4.63,4.46,4.56,4.56,84559,ACHV
4.37,4.7,4.28,4.53,4.53,91074,ACHV
4.5,4.5027,4.18,4.28,4.28,165440,ACHV
4.97,4.97,4.31,4.44,4.44,127051,ACHV
5.16,5.19,4.79,4.95,4.95,95846,ACHV
5.02,5.1397,4.95,5.11,5.11,57949,ACHV
