1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
5.9,7.13,5.76,6.55,6.55,1770470,INZY
5.85,6.21,5.75,5.98,5.98,480270,INZY
5.89,6.02,5.73,5.89,5.89,241557,INZY
5.76,6.03,5.62,5.86,5.86,208404,INZY
5.64,5.885,5.5982,5.82,5.82,149029,INZY
5.79,5.98,5.52,5.67,5.67,248159,INZY
5.49,5.95,5.49,5.81,5.81,299891,INZY
5.29,5.68,5.2781,5.51,5.51,230716,INZY
5.46,5.5475,5.2284,5.33,5.33,323480,INZY
5.68,5.9499,5.392,5.47,5.47,346674,INZY
5.82,5.95,5.58,5.75,5.75,365444,INZY
6.14,6.1499,5.55,5.87,5.87,496836,INZY
5.74,6.23,5.6,6.16,6.16,673909,INZY
5.93,6.06,5.7473,5.75,5.75,551054,INZY
5.98,6.5032,5.92,6.0,6.0,818576,INZY
5.9,6.09,5.72,6.0,6.0,392213,INZY
5.53,6.315,5.5,5.86,5.86,1067937,INZY
5.55,5.9284,5.4516,5.56,5.56,718766,INZY
5.43,5.675,5.2601,5.53,5.53,711313,INZY
5.84,6.07,5.21,5.44,5.44,1132101,INZY
5.58,6.0,5.3121,5.89,5.89,1003583,INZY
5.71,5.81,5.4,5.44,5.44,498006,INZY
4.91,6.2,4.8831,5.67,5.67,2412885,INZY
5.14,5.25,4.865,4.935,4.935,377816,INZY
5.46,5.5499,4.71,5.13,5.13,880245,INZY
5.61,5.89,5.32,5.39,5.39,1367342,INZY
4.9,5.95,4.8701,5.73,5.73,2637499,INZY
5.0,5.21,4.51,4.69,4.69,1489932,INZY
4.56,4.755,4.12,4.7,4.7,1479524,INZY
3.71,4.46,3.62,4.37,4.37,1571850,INZY
3.74,4.055,3.5,3.7,3.7,1193082,INZY
3.35,3.8,3.2554,3.6,3.6,1220885,INZY
3.3,3.48,3.15,3.3,3.3,1802794,INZY
2.89,3.16,2.89,2.97,2.97,661052,INZY
2.76,3.18,2.76,3.04,3.04,837951,INZY
2.73,2.77,2.59,2.76,2.76,376957,INZY
2.79,2.85,2.68,2.73,2.73,573613,INZY
2.82,2.92,2.7715,2.825,2.825,293209,INZY
2.83,2.99,2.75,2.89,2.89,267691,INZY
2.94,2.99,2.8101,2.92,2.92,351580,INZY
2.72,3.0,2.68,2.9,2.9,479726,INZY
2.9,2.925,2.51,2.77,2.77,1482462,INZY
2.97,3.08,2.8,2.93,2.93,1227861,INZY
3.23,3.23,2.91,2.98,2.98,852649,INZY
2.98,3.33,2.9601,3.25,3.25,1256917,INZY
3.1,3.13,2.9,2.98,2.98,658752,INZY
2.85,3.13,2.8402,3.08,3.08,1721768,INZY
3.02,3.25,2.72,2.86,2.86,1080148,INZY
2.9,3.0701,2.855,3.04,3.04,954598,INZY
2.72,2.89,2.675,2.83,2.83,717791,INZY
2.85,2.8999,2.64,2.76,2.76,778175,INZY
2.96,2.97,2.7196,2.79,2.79,676384,INZY
2.93,3.18,2.75,2.93,2.93,1267650,INZY
2.94,3.0794,2.77,2.93,2.93,1600792,INZY
2.83,3.1199,2.64,2.99,2.99,2915260,INZY
2.99,3.14,2.79,2.89,2.89,12582835,INZY
3.22,3.39,2.62,2.7,2.7,44503761,INZY
2.15,2.34,1.96,2.22,2.22,280837,INZY
2.38,2.38,2.14,2.2,2.2,192478,INZY
2.5,2.5,2.32,2.34,2.34,143477,INZY
2.45,2.5,2.32,2.46,2.46,232156,INZY
2.69,2.6935,2.3299,2.45,2.45,269106,INZY
2.64,2.65,2.53,2.62,2.62,47196,INZY
2.77,2.77,2.47,2.62,2.62,171183,INZY
2.91,2.91,2.6177,2.77,2.77,736344,INZY
2.45,2.9,2.45,2.86,2.86,340643,INZY
2.5,2.64,2.41,2.45,2.45,298964,INZY
2.4,2.55,2.3615,2.47,2.47,377553,INZY
2.21,2.54,2.2,2.42,2.42,570694,INZY
2.41,2.49,2.25,2.26,2.26,375135,INZY
2.17,2.99,2.17,2.38,2.38,1616170,INZY
1.88,2.17,1.802,2.1,2.1,351169,INZY
1.81,1.85,1.68,1.75,1.75,61171,INZY
1.732,1.86,1.72,1.84,1.84,38140,INZY
1.78,1.8389,1.74,1.76,1.76,88110,INZY
1.77,1.9,1.77,1.8,1.8,45681,INZY
1.72,1.7724,1.62,1.77,1.77,42872,INZY
1.77,1.7999,1.69,1.71,1.71,61620,INZY
1.91,1.92,1.7356,1.77,1.77,181265,INZY
1.87,1.945,1.74,1.74,1.74,118657,INZY
1.68,1.9,1.68,1.9,1.9,205560,INZY
1.71,1.74,1.65,1.73,1.73,54782,INZY
1.68,1.7001,1.61,1.7,1.7,96279,INZY
1.89,1.975,1.62,1.68,1.68,164377,INZY
1.58,2.03,1.58,1.86,1.86,392449,INZY
1.46,1.65,1.46,1.6,1.6,209664,INZY
1.27,1.5299,1.23,1.45,1.45,344956,INZY
1.17,1.39,1.11,1.3,1.3,648198,INZY
1.11,1.2562,0.991,1.05,1.05,776192,INZY
1.15,1.19,1.11,1.14,1.14,105417,INZY
1.12,1.2,1.05,1.11,1.11,123189,INZY
1.2,1.2,1.11,1.15,1.15,83924,INZY
1.1,1.22,1.1,1.2,1.2,119107,INZY
1.1,1.18,1.1,1.13,1.13,150004,INZY
1.24,1.24,1.05,1.06,1.06,253673,INZY
1.36,1.36,1.15,1.18,1.18,122608,INZY
1.4,1.45,1.25,1.29,1.29,73273,INZY
1.42,1.44,1.32,1.35,1.35,73061,INZY
1.4,1.4485,1.295,1.39,1.39,217328,INZY
1.47,1.47,1.26,1.27,1.27,50775,INZY
