date, open, high, low, close, adjusted close, volume, dividend amount, split coefficient,ticker
2023-05-10,5.32,5.4,5.17,5.3,5.3,207247,0.0000,1.0,CRMD
2023-05-09,5.26,5.4,5.22,5.25,5.25,211451,0.0000,1.0,CRMD
2023-05-08,4.96,5.35,4.9,5.25,5.25,281581,0.0000,1.0,CRMD
2023-05-05,4.98,5.025,4.85,4.95,4.95,170965,0.0000,1.0,CRMD
2023-05-04,5.04,5.055,4.9,4.94,4.94,146283,0.0000,1.0,CRMD
2023-05-03,5.0,5.14,4.93,5.04,5.04,296498,0.0000,1.0,CRMD
2023-05-02,5.09,5.22,4.89,4.93,4.93,220149,0.0000,1.0,CRMD
2023-05-01,4.96,5.13,4.92,5.12,5.12,296557,0.0000,1.0,CRMD
2023-04-28,4.61,5.0,4.58,4.94,4.94,289729,0.0000,1.0,CRMD
2023-04-27,4.33,4.7,4.2,4.63,4.63,348862,0.0000,1.0,CRMD
2023-04-26,4.51,4.58,3.66,4.26,4.26,1242081,0.0000,1.0,CRMD
2023-04-25,4.81,4.9127,4.66,4.68,4.68,189742,0.0000,1.0,CRMD
2023-04-24,4.98,4.99,4.83,4.87,4.87,185173,0.0000,1.0,CRMD
2023-04-21,4.73,4.99,4.73,4.98,4.98,151668,0.0000,1.0,CRMD
2023-04-20,4.8,4.84,4.67,4.72,4.72,154032,0.0000,1.0,CRMD
2023-04-19,4.7,4.96,4.7,4.825,4.825,210647,0.0000,1.0,CRMD
2023-04-18,5.15,5.15,4.6,4.76,4.76,364480,0.0000,1.0,CRMD
2023-04-17,5.35,5.35,5.11,5.15,5.15,221999,0.0000,1.0,CRMD
2023-04-14,5.27,5.39,5.15,5.27,5.27,279342,0.0000,1.0,CRMD
2023-04-13,5.2,5.3,5.08,5.25,5.25,354299,0.0000,1.0,CRMD
2023-04-12,5.07,5.2,4.85,5.15,5.15,479393,0.0000,1.0,CRMD
2023-04-11,4.68,5.44,4.68,5.03,5.03,898862,0.0000,1.0,CRMD
2023-04-10,4.16,4.67,4.15,4.66,4.66,296837,0.0000,1.0,CRMD
2023-04-06,4.09,4.25,4.01,4.23,4.23,103094,0.0000,1.0,CRMD
2023-04-05,4.24,4.25,4.13,4.13,4.13,172637,0.0000,1.0,CRMD
2023-04-04,4.3,4.35,4.08,4.26,4.26,318596,0.0000,1.0,CRMD
