1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
10.2,10.22,10.16,10.21,10.21,486787,EGGF
10.24,10.24,10.204,10.22,10.22,272160,EGGF
10.22,10.225,10.22,10.22,10.22,820771,EGGF
10.22,10.22,10.22,10.22,10.22,520560,EGGF
10.22,10.22,10.22,10.22,10.22,153,EGGF
10.22,10.22,10.22,10.22,10.22,159,EGGF
10.22,10.22,10.22,10.22,10.22,245,EGGF
10.21,10.21,10.21,10.21,10.21,183766,EGGF
10.21,10.21,10.21,10.21,10.21,1437,EGGF
10.24,10.24,10.21,10.21,10.21,8943,EGGF
10.19,10.21,10.19,10.21,10.21,3049,EGGF
10.19,10.21,10.19,10.21,10.21,6585,EGGF
10.21,10.21,10.21,10.21,10.21,371,EGGF
10.2,10.21,10.2,10.21,10.21,7399,EGGF
10.19,10.2,10.19,10.2,10.2,7040,EGGF
10.17,10.2,10.17,10.2,10.2,10569,EGGF
10.2,10.2,10.2,10.2,10.2,210,EGGF
10.2,10.2,10.2,10.2,10.2,3013,EGGF
10.18,10.19,10.17,10.19,10.19,1524040,EGGF
10.17,10.17,10.17,10.17,10.17,89809,EGGF
10.17,10.17,10.17,10.17,10.17,149,EGGF
10.22,10.22,10.22,10.22,10.22,109,EGGF
10.17,10.18,10.16,10.18,10.18,428427,EGGF
10.18,10.18,10.17,10.17,10.17,65450,EGGF
10.21,10.21,10.18,10.18,10.18,22953,EGGF
10.21,10.21,10.21,10.21,10.21,309,EGGF
10.175,10.18,10.175,10.18,10.18,6250,EGGF
10.16,10.22,10.16,10.16,10.16,770040,EGGF
10.185,10.185,10.185,10.185,10.185,285,EGGF
10.22,10.22,10.22,10.22,10.22,40,EGGF
10.23,10.23,10.22,10.22,10.22,509,EGGF
10.15,10.16,10.14,10.16,10.16,411238,EGGF
10.13,10.155,10.13,10.13,10.13,1492,EGGF
10.11,10.15,10.11,10.1499,10.1499,1067,EGGF
10.13,10.13,10.13,10.13,10.13,0,EGGF
10.15,10.15,10.13,10.13,10.13,729,EGGF
10.15,10.15,10.15,10.15,10.15,144,EGGF
10.13,10.13,10.12,10.12,10.12,214,EGGF
10.11,10.11,10.11,10.11,10.11,1,EGGF
10.13,10.13,10.11,10.11,10.11,5500,EGGF
10.15,10.15,10.11,10.11,10.11,283,EGGF
10.12,10.125,10.11,10.11,10.11,8824,EGGF
10.14,10.14,10.14,10.14,10.14,129,EGGF
10.13,10.14,10.13,10.14,10.14,2122,EGGF
10.12,10.12,10.12,10.12,10.12,64,EGGF
10.13,10.13,10.1,10.12,10.12,537,EGGF
10.15,10.15,10.15,10.15,10.15,100,EGGF
10.12,10.16,10.1,10.15,10.15,620280,EGGF
10.15,10.15,10.15,10.15,10.15,10005,EGGF
10.15,10.15,10.15,10.15,10.15,381,EGGF
10.12,10.15,10.12,10.145,10.145,22175,EGGF
10.09,10.09,10.09,10.09,10.09,1,EGGF
10.09,10.09,10.09,10.09,10.09,1,EGGF
10.09,10.09,10.09,10.09,10.09,0,EGGF
10.07,10.09,10.07,10.09,10.09,6470,EGGF
10.08,10.08,10.08,10.08,10.08,1,EGGF
10.08,10.08,10.08,10.08,10.08,135,EGGF
10.07,10.07,10.07,10.07,10.07,501,EGGF
10.11,10.11,10.08,10.08,10.08,300,EGGF
10.15,10.15,10.07,10.08,10.08,11177,EGGF
10.07,10.07,10.07,10.07,10.07,11605,EGGF
10.07,10.07,10.07,10.07,10.07,1858,EGGF
10.07,10.07,10.07,10.07,10.07,428,EGGF
10.09,10.1,10.0799,10.0799,10.0799,4730,EGGF
10.1,10.1,10.06,10.07,10.07,30111,EGGF
10.065,10.08,10.06,10.06,10.06,1567,EGGF
10.06,10.06,10.06,10.06,10.06,106,EGGF
10.03,10.07,10.03,10.07,10.07,2872,EGGF
10.04,10.06,10.04,10.06,10.06,1140,EGGF
10.05,10.05,10.05,10.05,10.05,88,EGGF
10.04,10.05,10.04,10.05,10.05,3498,EGGF
10.04,10.04,10.03,10.04,10.04,5401,EGGF
10.03,10.03,10.03,10.03,10.03,20,EGGF
10.03,10.04,10.03,10.03,10.03,3458663,EGGF
10.08,10.08,10.03,10.03,10.03,64168,EGGF
10.07,10.07,10.02,10.03,10.03,3504,EGGF
10.02,10.02,10.02,10.02,10.02,622,EGGF
10.07,10.07,10.07,10.07,10.07,100,EGGF
10.02,10.02,10.02,10.02,10.02,21,EGGF
10.02,10.02,10.02,10.02,10.02,399,EGGF
10.0498,10.0498,10.02,10.02,10.02,70697,EGGF
10.02,10.02,10.02,10.02,10.02,488,EGGF
10.02,10.02,10.02,10.02,10.02,25245,EGGF
10.06,10.06,10.015,10.03,10.03,277042,EGGF
10.03,10.03,10.03,10.03,10.03,0,EGGF
10.05,10.05,10.02,10.03,10.03,34908,EGGF
10.02,10.02,10.02,10.02,10.02,104,EGGF
9.97,10.0,9.97,10.0,10.0,1019702,EGGF
9.96,9.97,9.96,9.97,9.97,54632,EGGF
9.95,9.95,9.95,9.95,9.95,245,EGGF
9.95,9.96,9.95,9.95,9.95,688,EGGF
9.92,9.945,9.92,9.94,9.94,26871,EGGF
9.92,9.92,9.92,9.92,9.92,100061,EGGF
9.91,9.92,9.91,9.92,9.92,101639,EGGF
9.92,9.92,9.92,9.92,9.92,990,EGGF
9.96,9.96,9.96,9.96,9.96,0,EGGF
9.96,9.96,9.96,9.96,9.96,70,EGGF
10.01,10.01,9.96,9.96,9.96,1087,EGGF
9.89,9.89,9.89,9.89,9.89,132407,EGGF
9.88,9.89,9.88,9.885,9.885,547335,EGGF
9.88,9.9,9.87,9.88,9.88,141396,EGGF
9.9,9.9,9.88,9.88,9.88,48841,EGGF
9.89,9.89,9.88,9.88,9.88,41004,EGGF
9.9,9.91,9.89,9.89,9.89,2242,EGGF
9.89,9.89,9.89,9.89,9.89,11,EGGF
9.89,9.89,9.89,9.89,9.89,4,EGGF
9.9,9.91,9.89,9.89,9.89,102235,EGGF
9.91,9.91,9.9,9.9,9.9,597884,EGGF
9.88,9.9,9.88,9.9,9.9,27308,EGGF
9.9,9.9,9.9,9.9,9.9,78,EGGF
