1. open,2. high,3. low,4. close,5. adjusted close,6. volume,ticker
4.72,4.85,4.7,4.83,4.83,139411,NDLS
4.72,4.77,4.68,4.755,4.755,146523,NDLS
4.8,4.8168,4.6697,4.7,4.7,109865,NDLS
4.75,4.81,4.64,4.7,4.7,202754,NDLS
4.82,4.92,4.77,4.77,4.77,186539,NDLS
4.96,4.98,4.8,4.8,4.8,209395,NDLS
4.89,5.0027,4.89,4.965,4.965,207891,NDLS
4.8,4.95,4.77,4.94,4.94,368844,NDLS
4.82,4.95,4.76,4.83,4.83,471248,NDLS
4.65,4.71,4.57,4.65,4.65,458737,NDLS
4.71,4.745,4.64,4.645,4.645,186889,NDLS
4.9,4.91,4.72,4.76,4.76,261545,NDLS
4.89,4.915,4.82,4.87,4.87,241029,NDLS
4.91,4.97,4.88,4.89,4.89,247385,NDLS
4.9,5.005,4.85,4.9,4.9,235365,NDLS
5.12,5.12,4.89,4.955,4.955,737067,NDLS
5.21,5.21,4.9,5.09,5.09,516628,NDLS
5.21,5.29,5.085,5.16,5.16,271111,NDLS
5.0,5.245,4.9,5.21,5.21,1064798,NDLS
5.16,5.24,4.9,4.99,4.99,910136,NDLS
4.97,5.17,4.96,5.07,5.07,138315,NDLS
4.65,4.96,4.65,4.93,4.93,147673,NDLS
4.72,4.77,4.6,4.71,4.71,320343,NDLS
4.92,5.01,4.71,4.72,4.72,210376,NDLS
5.05,5.07,4.8709,4.96,4.96,145842,NDLS
4.87,5.005,4.79,5.0,5.0,268470,NDLS
4.76,4.86,4.7,4.85,4.85,210289,NDLS
4.7,4.81,4.68,4.7,4.7,269661,NDLS
4.72,4.75,4.6,4.75,4.75,214155,NDLS
4.71,4.74,4.61,4.65,4.65,246951,NDLS
4.75,4.842,4.67,4.73,4.73,184686,NDLS
4.88,5.01,4.64,4.67,4.67,304182,NDLS
5.17,5.2,4.9,4.95,4.95,295514,NDLS
4.96,5.18,4.96,5.11,5.11,351736,NDLS
4.88,4.97,4.86,4.9,4.9,165443,NDLS
4.81,5.1,4.775,4.81,4.81,129672,NDLS
4.75,4.85,4.61,4.78,4.78,416954,NDLS
4.78,4.9,4.735,4.78,4.78,159083,NDLS
4.91,4.96,4.76,4.88,4.88,191715,NDLS
4.93,5.22,4.92,5.09,5.09,361962,NDLS
5.19,5.29,4.74,4.82,4.82,590279,NDLS
5.4,5.52,5.23,5.24,5.24,375221,NDLS
6.05,6.05,5.31,5.4,5.4,703413,NDLS
5.95,6.0,5.87,5.95,5.95,134562,NDLS
5.89,6.1,5.89,5.94,5.94,149977,NDLS
6.0,6.14,5.85,5.88,5.88,310795,NDLS
