date, open, high, low, close, volume,ticker
2023-05-16 17:00:00,5.9400,6.1446,5.9400,6.1446,484,EYPT
2023-05-16 16:00:00,5.9600,5.9750,5.8700,5.9100,50274,EYPT
2023-05-16 15:00:00,5.9100,5.9700,5.8700,5.9600,11625,EYPT
2023-05-16 14:00:00,5.9400,5.9400,5.8614,5.8800,4161,EYPT
2023-05-16 13:00:00,5.9500,5.9500,5.8900,5.9300,3352,EYPT
2023-05-16 12:00:00,5.9943,5.9943,5.9300,5.9600,4834,EYPT
2023-05-16 11:00:00,5.9600,6.0900,5.9350,6.0150,20606,EYPT
2023-05-16 10:00:00,6.1500,6.1500,5.7800,5.8979,13778,EYPT
2023-05-16 09:00:00,6.3000,6.3000,6.3000,6.3000,225,EYPT
2023-05-15 19:00:00,5.8000,5.8000,5.8000,5.8000,6080,EYPT
2023-05-15 17:00:00,6.0000,6.0000,6.0000,6.0000,1168,EYPT
2023-05-15 16:00:00,6.0600,6.1200,5.9900,6.0000,78538,EYPT
2023-05-15 15:00:00,6.1150,6.1300,6.0200,6.0500,16246,EYPT
2023-05-15 14:00:00,6.1700,6.2234,6.1000,6.1300,24038,EYPT
2023-05-15 13:00:00,6.1000,6.1900,6.0900,6.1500,22591,EYPT
2023-05-15 12:00:00,6.0800,6.1700,6.0300,6.1200,25454,EYPT
2023-05-15 11:00:00,6.0848,6.1000,5.9900,6.0433,33703,EYPT
2023-05-15 10:00:00,5.9000,6.1900,5.6800,6.1000,36358,EYPT
2023-05-15 09:00:00,6.1270,6.1270,6.1270,6.1270,105,EYPT
2023-05-15 08:00:00,5.8700,5.8700,5.8700,5.8700,980,EYPT
2023-05-12 17:00:00,5.8700,5.8700,5.8700,5.8700,1303,EYPT
2023-05-12 16:00:00,5.8800,5.9100,5.8200,5.8800,54122,EYPT
2023-05-12 15:00:00,5.8200,5.9000,5.8200,5.8900,15229,EYPT
2023-05-12 14:00:00,5.8300,5.9199,5.8100,5.8120,22024,EYPT
2023-05-12 13:00:00,5.8900,5.9200,5.8201,5.8450,28362,EYPT
2023-05-12 12:00:00,5.9800,5.9802,5.8600,5.9022,43965,EYPT
2023-05-12 11:00:00,6.1800,6.1800,5.9200,5.9980,100478,EYPT
2023-05-12 10:00:00,6.2800,6.4300,6.0800,6.1741,66578,EYPT
2023-05-12 09:00:00,6.2392,6.2392,6.2392,6.2392,101,EYPT
2023-05-11 18:00:00,6.3800,6.3800,6.3800,6.3800,766,EYPT
2023-05-11 16:00:00,6.4392,6.4500,6.3400,6.3800,93407,EYPT
2023-05-11 15:00:00,6.3999,6.4399,6.3700,6.4397,24141,EYPT
2023-05-11 14:00:00,6.4950,6.4950,6.3450,6.3800,30759,EYPT
2023-05-11 13:00:00,6.3800,6.5300,6.3800,6.4800,14488,EYPT
2023-05-11 12:00:00,6.3300,6.4400,6.3200,6.3518,26333,EYPT
2023-05-11 11:00:00,6.5200,6.5400,6.3000,6.3100,29646,EYPT
2023-05-11 10:00:00,6.5900,6.6500,6.4600,6.5400,22188,EYPT
2023-05-10 17:00:00,6.6900,6.6900,6.6900,6.6900,985,EYPT
2023-05-10 16:00:00,6.7500,6.7500,6.6550,6.6800,90177,EYPT
2023-05-10 15:00:00,6.6300,6.8300,6.6250,6.7650,47120,EYPT
2023-05-10 14:00:00,6.6200,6.6300,6.5300,6.6100,21208,EYPT
2023-05-10 13:00:00,6.4800,6.6500,6.4400,6.6137,29844,EYPT
2023-05-10 12:00:00,6.4450,6.5500,6.4450,6.4900,29523,EYPT
2023-05-10 11:00:00,6.5600,6.6889,6.4300,6.4500,37285,EYPT
2023-05-10 10:00:00,6.6400,6.6400,6.4300,6.5600,15839,EYPT
2023-05-10 09:00:00,6.5000,6.5000,6.5000,6.5000,176,EYPT
2023-05-09 20:00:00,6.6300,6.6300,6.6300,6.6300,1000,EYPT
2023-05-09 17:00:00,6.5000,6.5000,6.5000,6.5000,247,EYPT
2023-05-09 16:00:00,6.4700,6.5300,6.4600,6.5000,61774,EYPT
2023-05-09 15:00:00,6.5400,6.6300,6.4700,6.4700,22151,EYPT
2023-05-09 14:00:00,6.5000,6.5425,6.4600,6.5350,13403,EYPT
2023-05-09 13:00:00,6.4300,6.6000,6.4300,6.4750,31500,EYPT
2023-05-09 12:00:00,6.4600,6.4800,6.3700,6.4500,23881,EYPT
2023-05-09 11:00:00,6.3307,6.5000,6.2600,6.4300,27101,EYPT
2023-05-09 10:00:00,6.4500,6.5636,6.2100,6.3200,34925,EYPT
2023-05-09 09:00:00,6.6000,6.7500,6.6000,6.7000,2825,EYPT
2023-05-09 06:00:00,6.5000,6.5000,6.4700,6.4700,200,EYPT
2023-05-08 18:00:00,6.4700,6.4700,6.4700,6.4700,200,EYPT
2023-05-08 17:00:00,6.4700,6.4700,6.4700,6.4700,1228,EYPT
2023-05-08 16:00:00,6.5400,6.5400,6.4450,6.4700,52442,EYPT
2023-05-08 15:00:00,6.5600,6.6000,6.4750,6.5500,22608,EYPT
2023-05-08 14:00:00,6.6750,6.7100,6.5800,6.5800,32529,EYPT
2023-05-08 13:00:00,6.7350,6.8450,6.6600,6.6700,34715,EYPT
2023-05-08 12:00:00,6.6950,6.8253,6.6500,6.7400,34091,EYPT
2023-05-08 11:00:00,6.4903,6.7500,6.4550,6.6950,68355,EYPT
2023-05-08 10:00:00,6.8000,6.8000,6.3900,6.5000,35580,EYPT
2023-05-05 18:00:00,6.5000,6.5000,6.5000,6.5000,114,EYPT
2023-05-05 17:00:00,6.6700,6.6700,6.4400,6.4400,1355,EYPT
2023-05-05 16:00:00,6.6600,6.6600,6.5300,6.5300,67743,EYPT
2023-05-05 15:00:00,6.8100,6.8199,6.6200,6.6600,32574,EYPT
2023-05-05 14:00:00,6.6610,6.8100,6.6610,6.8100,23186,EYPT
2023-05-05 13:00:00,6.6900,6.8400,6.6100,6.6500,48654,EYPT
2023-05-05 12:00:00,6.4100,6.7372,6.4100,6.7000,63941,EYPT
2023-05-05 11:00:00,6.8101,6.8500,6.3800,6.4399,90778,EYPT
2023-05-05 10:00:00,7.1200,7.4700,6.7700,6.8314,76142,EYPT
2023-05-05 09:00:00,7.0900,7.4400,7.0000,7.4400,751,EYPT
2023-05-04 20:00:00,6.9200,6.9200,6.9200,6.9200,250,EYPT
2023-05-04 18:00:00,6.7500,6.7500,6.7500,6.7500,200,EYPT
2023-05-04 17:00:00,6.7700,6.7700,6.7700,6.7700,601,EYPT
2023-05-04 16:00:00,6.9800,6.9800,6.6700,6.7700,162527,EYPT
2023-05-04 15:00:00,6.9910,7.0450,6.9600,6.9900,51648,EYPT
2023-05-04 14:00:00,7.1100,7.1200,6.9500,7.0000,54003,EYPT
2023-05-04 13:00:00,7.1500,7.2200,7.0800,7.1200,35298,EYPT
2023-05-04 12:00:00,7.3102,7.4700,7.1000,7.1600,87201,EYPT
2023-05-04 11:00:00,7.5850,7.6299,7.2900,7.3050,73769,EYPT
2023-05-04 10:00:00,7.8500,7.8500,7.4400,7.5700,61081,EYPT
2023-05-03 20:00:00,7.6200,7.6200,7.5000,7.5000,1250,EYPT
2023-05-03 19:00:00,8.0000,8.0000,8.0000,8.0000,150,EYPT
2023-05-03 18:00:00,7.9000,7.9000,7.9000,7.9000,605,EYPT
2023-05-03 17:00:00,7.9000,7.9000,7.9000,7.9000,2393,EYPT
2023-05-03 16:00:00,7.8974,7.9800,7.7100,7.8900,255307,EYPT
2023-05-03 15:00:00,7.7300,7.9498,7.6400,7.8800,118345,EYPT
2023-05-03 14:00:00,7.7700,7.8400,7.6000,7.7300,112448,EYPT
2023-05-03 13:00:00,7.3600,7.8000,7.3000,7.7600,114598,EYPT
2023-05-03 12:00:00,7.2150,7.5490,7.0220,7.3900,99213,EYPT
2023-05-03 11:00:00,7.4650,7.7500,7.1500,7.2050,149755,EYPT
2023-05-03 10:00:00,6.8900,8.3399,6.8900,7.4750,251697,EYPT
2023-05-03 09:00:00,6.9900,6.9900,6.7800,6.9900,2081,EYPT
2023-05-03 08:00:00,6.7700,6.7800,6.7700,6.7800,600,EYPT
2023-05-02 19:00:00,6.8100,6.8101,6.8100,6.8100,1662,EYPT
2023-05-02 17:00:00,6.4900,6.8100,6.4900,6.8100,2115,EYPT
2023-05-02 16:00:00,6.7700,6.7800,6.4500,6.4600,118349,EYPT
2023-05-02 15:00:00,6.8000,6.8200,6.7500,6.7600,76439,EYPT
2023-05-02 14:00:00,6.7200,6.9400,6.6900,6.8500,74040,EYPT
2023-05-02 13:00:00,6.7000,6.9400,6.7000,6.7300,50630,EYPT
2023-05-02 12:00:00,6.6800,6.8000,6.6700,6.7000,53047,EYPT
2023-05-02 11:00:00,6.5850,7.0800,6.4700,6.7000,86185,EYPT
2023-05-02 10:00:00,6.3500,6.6700,6.3500,6.5550,75092,EYPT
2023-05-02 09:00:00,6.5800,6.5800,6.5800,6.5800,147,EYPT
2023-05-01 17:00:00,6.6400,6.6600,6.6400,6.6600,2433,EYPT
2023-05-01 16:00:00,6.6200,6.7000,6.5318,6.6400,144355,EYPT
2023-05-01 15:00:00,6.6950,6.7970,6.5800,6.6200,67445,EYPT
2023-05-01 14:00:00,6.9426,6.9426,6.6900,6.6900,50769,EYPT
2023-05-01 13:00:00,6.8300,6.9600,6.7100,6.9250,118198,EYPT
2023-05-01 12:00:00,6.5850,6.9100,6.5300,6.8301,190085,EYPT
2023-05-01 11:00:00,6.3500,6.6500,6.3500,6.5850,124287,EYPT
2023-05-01 10:00:00,6.2900,6.4100,6.2000,6.3650,50199,EYPT
2023-05-01 09:00:00,6.4400,6.4400,6.2800,6.2800,246,EYPT
2023-04-28 19:00:00,6.2200,6.4054,6.2200,6.4054,2150,EYPT
