date, open, high, low, close, volume,ticker
2023-05-16 16:00:00,10.1700,10.1700,10.1700,10.1700,110,EGGF
2023-05-16 15:00:00,10.2300,10.2300,10.2300,10.2300,100,EGGF
2023-05-16 11:00:00,10.1880,10.1900,10.1800,10.1900,1400,EGGF
2023-05-16 10:00:00,10.1700,10.1900,10.1400,10.1700,3546,EGGF
2023-05-15 13:00:00,10.2150,10.2150,10.2150,10.2150,100,EGGF
2023-05-15 11:00:00,10.2250,10.2300,10.2100,10.2100,121900,EGGF
2023-05-15 10:00:00,10.2300,10.2300,10.2300,10.2300,8100,EGGF
2023-05-12 16:00:00,10.2300,10.2300,10.2300,10.2300,1400,EGGF
2023-05-12 14:00:00,10.2350,10.2350,10.2300,10.2300,8800,EGGF
2023-05-12 11:00:00,10.2300,10.2400,10.2299,10.2399,8200,EGGF
2023-05-12 10:00:00,10.2100,10.2200,10.2100,10.2200,880,EGGF
2023-05-10 16:00:00,10.2300,10.2300,10.2300,10.2300,3015,EGGF
2023-05-10 15:00:00,10.2300,10.2300,10.2300,10.2300,915,EGGF
2023-05-10 10:00:00,10.2500,10.2500,10.2500,10.2500,100,EGGF
2023-05-09 16:00:00,10.2100,10.2100,10.2100,10.2100,322,EGGF
2023-05-09 15:00:00,10.2100,10.2100,10.2100,10.2100,100,EGGF
2023-05-09 11:00:00,10.2100,10.2200,10.2100,10.2200,2700,EGGF
2023-05-09 10:00:00,10.2000,10.2100,10.1600,10.2100,4400,EGGF
2023-05-08 16:00:00,10.2200,10.2200,10.2150,10.2200,250200,EGGF
2023-05-08 15:00:00,10.2100,10.2100,10.2100,10.2100,4500,EGGF
2023-05-08 14:00:00,10.2040,10.2040,10.2040,10.2040,1000,EGGF
2023-05-08 13:00:00,10.2100,10.2200,10.2070,10.2100,16300,EGGF
2023-05-08 10:00:00,10.2400,10.2400,10.2400,10.2400,101,EGGF
2023-05-05 15:00:00,10.2250,10.2250,10.2200,10.2200,772938,EGGF
2023-05-05 10:00:00,10.2200,10.2214,10.2200,10.2200,47639,EGGF
2023-05-04 16:00:00,10.2200,10.2200,10.2200,10.2200,200,EGGF
2023-05-04 15:00:00,10.2200,10.2200,10.2200,10.2200,100,EGGF
2023-05-04 14:00:00,10.2200,10.2200,10.2200,10.2200,500000,EGGF
2023-05-04 13:00:00,10.2200,10.2200,10.2200,10.2200,100,EGGF
2023-05-04 12:00:00,10.2200,10.2200,10.2200,10.2200,20000,EGGF
2023-05-02 16:00:00,10.2200,10.2200,10.2200,10.2200,100,EGGF
2023-05-01 16:00:00,10.2200,10.2200,10.2200,10.2200,100,EGGF
2023-05-01 10:00:00,10.2200,10.2200,10.2200,10.2200,100,EGGF
2023-04-28 16:00:00,10.2100,10.2100,10.2100,10.2100,62600,EGGF
2023-04-28 15:00:00,10.2100,10.2100,10.2100,10.2100,5971,EGGF
2023-04-28 13:00:00,10.2100,10.2100,10.2100,10.2100,114435,EGGF
2023-04-28 12:00:00,10.2100,10.2100,10.2100,10.2100,195,EGGF
2023-04-27 16:00:00,10.2100,10.2100,10.2100,10.2100,221,EGGF
2023-04-27 14:00:00,10.2100,10.2100,10.2100,10.2100,431,EGGF
2023-04-27 11:00:00,10.2100,10.2100,10.2100,10.2100,596,EGGF
2023-04-26 16:00:00,10.2100,10.2100,10.2100,10.2100,217,EGGF
2023-04-26 15:00:00,10.2100,10.2100,10.2100,10.2100,600,EGGF
2023-04-26 14:00:00,10.2100,10.2100,10.2100,10.2100,6937,EGGF
2023-04-26 12:00:00,10.2200,10.2200,10.2200,10.2200,100,EGGF
2023-04-26 10:00:00,10.2300,10.2400,10.2100,10.2100,893,EGGF
2023-04-25 16:00:00,10.2100,10.2100,10.2100,10.2100,400,EGGF
2023-04-25 14:00:00,10.2100,10.2100,10.2100,10.2100,200,EGGF
2023-04-25 13:00:00,10.2100,10.2100,10.2100,10.2100,100,EGGF
2023-04-25 12:00:00,10.2100,10.2100,10.2100,10.2100,340,EGGF
2023-04-25 11:00:00,10.1900,10.1900,10.1900,10.1900,200,EGGF
2023-04-25 10:00:00,10.1900,10.1900,10.1900,10.1900,100,EGGF
2023-04-24 16:00:00,10.2100,10.2100,10.2100,10.2100,507,EGGF
2023-04-24 10:00:00,10.1900,10.2100,10.1900,10.2100,4216,EGGF
2023-04-21 16:00:00,10.2100,10.2100,10.2100,10.2100,192,EGGF
2023-04-20 16:00:00,10.2100,10.2100,10.2100,10.2100,295,EGGF
2023-04-20 13:00:00,10.2000,10.2100,10.2000,10.2100,6707,EGGF
2023-04-20 10:00:00,10.2000,10.2000,10.2000,10.2000,100,EGGF
2023-04-19 16:00:00,10.2000,10.2000,10.2000,10.2000,3574,EGGF
2023-04-19 15:00:00,10.2000,10.2000,10.2000,10.2000,3309,EGGF
2023-04-19 10:00:00,10.1900,10.1900,10.1900,10.1900,100,EGGF
2023-04-18 16:00:00,10.2000,10.2000,10.2000,10.2000,10100,EGGF
2023-04-18 14:00:00,10.1900,10.1900,10.1900,10.1900,200,EGGF
2023-04-18 11:00:00,10.1900,10.1900,10.1900,10.1900,100,EGGF
2023-04-18 10:00:00,10.1700,10.1700,10.1700,10.1700,100,EGGF
2023-04-14 12:00:00,10.2000,10.2000,10.2000,10.2000,3000,EGGF
2023-04-13 16:00:00,10.1800,10.1900,10.1700,10.1900,281909,EGGF
2023-04-13 15:00:00,10.1800,10.1800,10.1800,10.1800,6900,EGGF
2023-04-13 13:00:00,10.1700,10.1700,10.1700,10.1700,899,EGGF
2023-04-13 12:00:00,10.1700,10.1700,10.1700,10.1700,100,EGGF
2023-04-13 11:00:00,10.1700,10.1700,10.1700,10.1700,1175400,EGGF
2023-04-13 10:00:00,10.1800,10.1800,10.1700,10.1700,58700,EGGF
2023-04-12 16:00:00,10.1700,10.1700,10.1700,10.1700,11771,EGGF
2023-04-12 15:00:00,10.1700,10.1700,10.1700,10.1700,20000,EGGF
2023-04-12 14:00:00,10.1700,10.1700,10.1700,10.1700,153,EGGF
2023-04-12 11:00:00,10.1700,10.1700,10.1700,10.1700,57878,EGGF
2023-04-11 11:00:00,10.1700,10.1700,10.1700,10.1700,100,EGGF
2023-04-10 10:00:00,10.2200,10.2200,10.2200,10.2200,100,EGGF
2023-04-06 11:00:00,10.1700,10.1700,10.1600,10.1600,428321,EGGF
2023-04-05 16:00:00,10.1700,10.1700,10.1700,10.1700,25179,EGGF
2023-04-05 14:00:00,10.1700,10.1750,10.1700,10.1700,39219,EGGF
2023-04-05 11:00:00,10.1800,10.1800,10.1800,10.1800,1000,EGGF
2023-04-04 15:00:00,10.1900,10.1900,10.1800,10.1800,8600,EGGF
2023-04-04 13:00:00,10.2000,10.2050,10.1900,10.1900,4707,EGGF
2023-04-04 12:00:00,10.2100,10.2100,10.2000,10.2000,6498,EGGF
2023-04-04 10:00:00,10.2100,10.2100,10.2000,10.2000,3107,EGGF
2023-04-03 16:00:00,10.2100,10.2100,10.2100,10.2100,300,EGGF
2023-03-31 15:00:00,10.1800,10.1800,10.1800,10.1800,500,EGGF
2023-03-31 14:00:00,10.1750,10.1800,10.1750,10.1800,800,EGGF
2023-03-31 13:00:00,10.1750,10.1750,10.1750,10.1750,1200,EGGF
2023-03-31 12:00:00,10.1750,10.1750,10.1750,10.1750,1251,EGGF
2023-03-31 11:00:00,10.1750,10.1750,10.1750,10.1750,1400,EGGF
2023-03-31 10:00:00,10.1750,10.1750,10.1750,10.1750,900,EGGF
2023-03-30 11:00:00,10.1600,10.2200,10.1600,10.1600,770005,EGGF
2023-03-29 14:00:00,10.1850,10.1850,10.1850,10.1850,196,EGGF
2023-03-27 16:00:00,10.2200,10.2200,10.2200,10.2200,100,EGGF
2023-03-27 11:00:00,10.2200,10.2200,10.2200,10.2200,225,EGGF
2023-03-27 10:00:00,10.2300,10.2300,10.2300,10.2300,100,EGGF
2023-03-24 13:00:00,10.1500,10.1600,10.1500,10.1600,410826,EGGF
2023-03-24 10:00:00,10.1500,10.1500,10.1400,10.1400,200,EGGF
2023-03-23 16:00:00,10.1300,10.1300,10.1300,10.1300,847,EGGF
2023-03-23 10:00:00,10.1300,10.1550,10.1300,10.1400,581,EGGF
2023-03-22 15:00:00,10.1400,10.1500,10.1400,10.1499,959,EGGF
2023-03-22 10:00:00,10.1100,10.1100,10.1100,10.1100,100,EGGF
