date, open, high, low, close, volume,ticker
2023-05-16 18:00:00,5.3400,5.4882,5.3400,5.3900,975,TAST
2023-05-16 17:00:00,5.4300,5.4890,5.3700,5.4391,9002,TAST
2023-05-16 16:00:00,5.2710,5.4500,5.2450,5.4200,356535,TAST
2023-05-16 15:00:00,5.1350,5.3250,5.1350,5.2900,218810,TAST
2023-05-16 14:00:00,5.0150,5.1400,5.0100,5.1300,97201,TAST
2023-05-16 13:00:00,4.9200,5.0300,4.8900,5.0150,71617,TAST
2023-05-16 12:00:00,4.9500,4.9800,4.9000,4.9200,61609,TAST
2023-05-16 11:00:00,4.9000,4.9500,4.8300,4.9500,87469,TAST
2023-05-16 10:00:00,4.9700,4.9700,4.8848,4.8848,38272,TAST
2023-05-15 20:00:00,4.9900,5.0000,4.9900,5.0000,500,TAST
2023-05-15 17:00:00,4.8800,4.9594,4.8800,4.9594,10224,TAST
2023-05-15 16:00:00,4.9000,4.9400,4.8700,4.8900,159777,TAST
2023-05-15 15:00:00,4.9150,4.9400,4.8600,4.8950,135052,TAST
2023-05-15 14:00:00,4.9100,4.9500,4.8801,4.9150,135863,TAST
2023-05-15 13:00:00,4.9700,5.0000,4.9050,4.9100,100762,TAST
2023-05-15 12:00:00,4.9300,5.0000,4.9173,4.9650,84880,TAST
2023-05-15 11:00:00,4.9550,5.0285,4.8900,4.9200,93800,TAST
2023-05-15 10:00:00,5.1087,5.1087,4.8582,4.9201,156162,TAST
2023-05-15 09:00:00,5.1000,5.1300,5.0500,5.1200,2910,TAST
2023-05-15 08:00:00,5.1300,5.1300,5.1300,5.1300,515,TAST
2023-05-12 17:00:00,5.1000,5.1000,5.1000,5.1000,100,TAST
2023-05-12 16:00:00,5.0543,5.1400,5.0120,5.0500,176226,TAST
2023-05-12 15:00:00,4.9900,5.0900,4.9750,5.0500,64833,TAST
2023-05-12 14:00:00,5.0900,5.0900,4.9800,5.0000,81333,TAST
2023-05-12 13:00:00,5.0400,5.1000,4.9600,5.0943,99073,TAST
2023-05-12 12:00:00,5.1400,5.1800,4.9802,5.0400,148694,TAST
2023-05-12 11:00:00,5.1500,5.3000,5.0500,5.1400,267798,TAST
2023-05-12 10:00:00,4.7500,5.2000,4.7200,5.1350,380167,TAST
2023-05-12 09:00:00,4.7178,4.7500,4.7178,4.7500,1487,TAST
