Ticker,Date,Price % Change
MTC,1653004800,0.5384615384615383
MTC,1659398400,3.511494252873563
MTC,1659484800,2.1212121212121215
MTC,1659571200,1.5477707006369426
MTC,1659657600,1.035928143712575
MTC,1659916800,1.0779220779220782
MTC,1660003200,0.8062499999999999
MTC,1677628800,1.1061022312686868
MTC,1677715200,1.8394771557949108
MTC,1677801600,1.3116219667943807
MTC,1678060800,1.2424242424242427
MTC,1678147200,1.3170731707317072
MTC,1678233600,0.9217391304347826
MTC,1679356800,0.7114093959731542
MTC,1682985600,0.6162790697674418
MTC,1683072000,0.6071428571428572
