Ticker,Date,Price % Change
UIHC,1670889600,0.520912547528517
UIHC,1670976000,0.5685019206145965
UIHC,1671580800,0.5062500000000001
UIHC,1671667200,1.0816326530612246
UIHC,1671753600,0.7883673469387755
UIHC,1672099200,0.5725160256410258
UIHC,1672185600,0.6055045871559634
UIHC,1674086400,0.5166666666666668
UIHC,1677801600,0.5783132530120483
UIHC,1678147200,0.5454545454545456
UIHC,1678233600,0.5555555555555554
UIHC,1678320000,0.5524861878453038
UIHC,1682467200,0.8777777777777778
UIHC,1682553600,1.084848484848485
UIHC,1682640000,0.5410447761194028
UIHC,1682899200,0.748148148148148
UIHC,1683072000,0.5081967213114753
