t,o,c,h,l,s,v,Ticker,RSI,TP,Cumulative TP,Cumulative Volume,VWAP
1652140800,7.66,9.46,9.95,7.48,ok,441589.0,JCSE,,8.963333333333333,3958109.4033333333,441589.0,8.963333333333333
1652227200,9.25,9.5067,9.83,9.11,ok,185524.0,JCSE,,9.482233333333333,1759181.8569333332,627113.0,2.805207126838916
1652313600,9.46,10.25,10.78,9.062,ok,132585.0,JCSE,,10.030666666666667,1329915.94,759698.0,1.75058502194293
1652400000,10.29,10.45,11.6,6.355,ok,439447.0,JCSE,,9.468333333333332,4160830.6783333328,1199145.0,3.4698311533078425
1652659200,10.4501,11.21,11.5,10.4501,ok,48853.0,JCSE,,11.053366666666667,539990.1217666666,1247998.0,0.4326850858468256
1652745600,11.08,11.27,11.52,11.06,ok,21064.0,JCSE,,11.283333333333331,237672.1333333333,1269062.0,0.187281735118799
1652832000,11.0,10.88,11.445,9.98,ok,45763.0,JCSE,,10.768333333333333,492791.2383333333,1314825.0,0.3747960666501879
1652918400,10.45,13.6,13.7741,10.0,ok,102514.0,JCSE,,12.458033333333333,1277122.8291333332,1417339.0,0.9010708300084406
1653004800,14.39,14.45,15.0,12.06,ok,96371.0,JCSE,,13.836666666666668,1333453.4033333336,1513710.0,0.8809173509677108
1653264000,13.38,15.37,16.19,12.542,ok,97872.0,JCSE,,14.700666666666665,1438783.6479999998,1611582.0,0.8927771891222412
1653350400,14.17,13.92,16.0,13.52,ok,118009.0,JCSE,,14.479999999999999,1708770.3199999998,1729591.0,0.9879620788961089
1653436800,12.72,11.16,13.14,10.61,ok,52390.0,JCSE,,11.636666666666665,609644.9666666666,1781981.0,0.34211642361319594
1653523200,11.53,11.12,12.27,10.7688,ok,5447.0,JCSE,,11.386266666666666,62020.99453333333,1787428.0,0.03469845752295104
1653609600,12.25,14.99,15.3,11.6,ok,47236.0,JCSE,68.6698176907495,13.963333333333333,659572.0133333333,1834664.0,0.3595056170139782
1653955200,14.29,11.6,14.29,11.4,ok,93270.0,JCSE,55.87912087912088,12.43,1159346.0999999999,1927934.0,0.6013411766170418
