,Unnamed: 0.1,Unnamed: 0,t,o,c,h,l,s,v,Ticker,RSI,TP,Cumulative TP,Cumulative Volume,VWAP,Spike Percent
14,14,14,1655337600,9.96,9.9601,9.9601,9.96,ok,201,EVGR,51.8067978533097,9.960066666666668,2001.9734000000003,49418,0.0405110162289044,24486.151933886864
