Ticker,Date,Price % Change
FLJ,1654732800,0.504244117331041
FLJ,1656288000,0.5788319567283093
FLJ,1659484800,0.5369127516778525
FLJ,1659571200,0.6503496503496504
FLJ,1659657600,0.6310160427807485
FLJ,1659916800,0.5999999999999999
FLJ,1660003200,0.5357142857142856
FLJ,1660089600,0.6170212765957448
FLJ,1665532800,0.647398843930636
FLJ,1670371200,0.6030534351145038
FLJ,1670457600,0.7538508464236693
FLJ,1670544000,1.9118422561045514
FLJ,1670803200,1.033949579831933
FLJ,1670889600,0.8583333333333334
FLJ,1670976000,0.6479400749063673
FLJ,1676332800,0.5789473684210527
FLJ,1676419200,0.8677685950413221
FLJ,1676505600,0.9421487603305787
FLJ,1676592000,1.127272727272727
