Ticker,Date,Price % Change
TOUR,1656374400,0.5335353535353535
TOUR,1656460800,0.6502970297029704
TOUR,1656547200,1.1021021021021022
TOUR,1656633600,1.5495195136301234
TOUR,1656979200,1.4096385542168677
TOUR,1657065600,1.5566531086577573
TOUR,1657152000,0.8047688051640101
TOUR,1657238400,0.5358771298296137
TOUR,1668643200,0.6044776119402984
TOUR,1670284800,0.5336134453781514
TOUR,1670371200,0.7425742574257426
TOUR,1670457600,1.0084033613445382
TOUR,1670544000,1.0
TOUR,1670803200,0.532258064516129
TOUR,1674691200,0.6627906976744184
